ancestor_concept_id	descendant_concept_id	min_levels_of_separation	max_levels_of_separation
21602728	36895170	4	5
21602728	36895218	3	4
21602728	36895220	4	5
21602728	36895231	3	4
21602728	36895250	3	4
21602728	36895338	3	4
21602728	36895420	3	4
21602728	36896126	3	4
21602728	36896526	3	4
21602728	36897402	3	4
21602728	36921695	3	4
21602728	36921843	4	4
21602728	36923562	4	5
21602728	36925355	4	5
21602728	36927393	4	6
21602728	36928845	4	5
21602728	36932058	4	5
21602728	36933157	3	3
21602728	36933697	4	6
21602728	36933742	4	5
21602728	36934317	4	6
21602728	36934713	3	3
21602728	36935945	4	5
21602728	36936549	3	3
21602728	36937374	4	5
21602728	36938838	2	2
21602728	36939286	2	2
21602728	36940548	4	4
21602728	36941861	4	6
21602728	36942356	4	4
21602728	36942382	4	5
21602728	36942614	4	6
21602728	36943677	4	6
21602728	36946153	4	5
21602728	36947174	3	3
21602728	36947947	4	4
21602728	36947966	3	4
21602728	36948849	4	5
21602728	36948957	4	5
21602728	36950275	4	4
21602728	36950312	4	6
21602728	36951037	3	3
21602728	36951615	4	6
21602728	36952911	4	5
21602728	36954164	4	5
21602728	36954599	4	5
21602728	36956487	4	4
21602728	36957462	4	5
21602728	36957634	4	5
21602728	36963503	4	6
21602728	36966326	4	4
21602728	36966541	4	6
21602728	36967396	4	6
21602728	36967944	4	6
21602728	36968512	4	6
21602728	37003059	2	2
21602728	37003060	3	4
21602728	37003067	3	4
21602728	37003069	3	4
21602728	37353327	2	3
21602728	37353361	2	3
21602728	37353368	3	4
21602728	37353644	2	2
21602728	37354433	3	4
21602728	37354434	2	2
21602728	37354438	2	2
21602728	37354439	3	4
21602728	37354728	2	2
21602728	37593179	4	5
21602728	37593804	4	5
21602728	37593842	4	5
21602728	40010224	2	3
21602728	40018148	2	3
21602728	40018167	2	3
21602728	40018168	2	3
21602728	40018865	2	3
21602728	40018869	2	3
21602728	40019100	2	3
21602728	40019102	2	3
21602728	40022480	2	3
21602728	40026665	2	3
21602728	40026666	2	3
21602728	40026667	2	3
21602728	40026668	2	3
21602728	40027148	2	3
21602728	40027152	2	3
21602728	40027452	2	3
21602728	40027453	2	3
21602728	40027454	2	3
21602728	40027461	2	3
21602728	40028264	2	3
21602728	40028561	2	3
21602728	40028598	2	3
21602728	40028601	2	3
21602728	40028602	2	3
21602728	40028865	2	3
21602728	40044443	2	3
21602728	40049702	2	3
21602728	40054910	2	3
21602728	40060705	2	3
21602728	40072752	2	3
21602728	40073185	2	3
21602728	40073190	2	3
21602728	40073191	2	3
21602728	40073192	2	3
21602728	40073201	2	3
21602728	40073203	2	3
21602728	40073436	2	3
21602728	40073456	2	3
21602728	40073459	2	3
21602728	40073529	2	3
21602728	40073531	2	3
21602728	40073810	2	3
21602728	40073812	2	3
21602728	40077886	2	3
21602728	40085175	2	3
21602728	40085179	2	3
21602728	40085180	2	3
21602728	40085182	2	3
21602728	40085187	2	3
21602728	40085198	2	3
21602728	40085503	2	3
21602728	40095885	2	3
21602728	40102083	2	3
21602728	40109740	2	3
21602728	40122519	2	3
21602728	40122520	2	3
21602728	40122600	2	3
21602728	40127030	2	3
21602728	40139039	2	3
21602728	40145461	2	3
21602728	40150051	2	3
21602728	40154981	2	3
21602728	40160930	3	4
21602728	40160931	3	4
21602728	40160932	2	2
21602728	40167743	2	2
21602728	40167744	3	4
21602728	40171268	3	4
21602728	40225702	4	5
21602728	40225703	4	5
21602728	40225770	3	4
21602728	40225771	3	4
21602728	40226630	2	2
21602728	40227411	2	2
21602728	40227495	4	5
21602728	40228301	3	4
21602728	40228303	2	2
21602728	40228392	3	4
21602728	40231772	2	2
21602728	40233172	3	4
21602728	40233205	3	4
21602728	40233950	3	4
21602728	40233951	2	2
21602728	40233952	3	4
21602728	40234033	2	2
21602728	40234038	3	4
21602728	40234044	3	4
21602728	40234046	3	4
21602728	40234048	3	4
21602728	40234051	3	4
21602728	40234053	3	4
21602728	40234060	3	4
21602728	40234071	2	2
21602728	40234077	2	2
21602728	40234078	2	2
21602728	40234082	2	2
21602728	40234095	2	3
21602728	40234101	2	3
21602728	40234794	2	2
21602728	40234795	3	4
21602728	40234799	2	2
21602728	40234803	3	4
21602728	40234804	3	4
21602728	40234807	3	4
21602728	40234815	2	2
21602728	40234817	2	2
21602728	40234820	3	4
21602728	40234825	2	2
21602728	40235164	2	2
21602728	40241503	2	2
21602728	40244440	2	2
21602728	40711225	4	5
21602728	40716042	3	4
21602728	40716043	4	5
21602728	40716471	3	4
21602728	40717021	4	5
21602728	40717028	4	5
21602728	40717872	4	5
21602728	40717873	4	6
21602728	40717875	4	5
21602728	40717978	4	5
21602728	40717979	4	5
21602728	40717980	3	4
21602728	40717982	4	6
21602728	40717986	4	5
21602728	40717987	4	5
21602728	40718365	4	6
21602728	40718372	4	5
21602728	40718377	4	5
21602728	40718876	4	5
21602728	40718887	4	5
21602728	40725269	4	5
21602728	40725273	4	5
21602728	40725716	2	3
21602728	40729266	4	6
21602728	40729267	4	6
21602728	40729274	4	5
21602728	40729772	4	6
21602728	40729775	4	6
21602728	40729778	4	5
21602728	40729779	4	5
21602728	40729781	4	5
21602728	40729789	4	5
21602728	40729813	4	5
21602728	40729814	4	6
21602728	40729815	4	5
21602728	40729838	2	3
21602728	40729839	2	3
21602728	40731079	3	4
21602728	40732458	4	6
21602728	40732459	4	6
21602728	40732461	4	6
21602728	40732465	4	5
21602728	40738322	4	6
21602728	40738327	4	5
21602728	40738328	4	5
21602728	40738332	4	5
21602728	40738337	4	4
21602728	40738339	2	2
21602728	40738342	4	6
21602728	40738349	4	5
21602728	40738351	4	5
21602728	40738352	4	5
21602728	40738356	3	4
21602728	40738358	4	4
21602728	40738359	4	4
21602728	40738362	4	5
21602728	40738365	2	2
21602728	40738413	4	5
21602728	40738831	4	5
21602728	40738833	4	6
21602728	40738835	4	6
21602728	40738842	4	6
21602728	40738850	4	5
21602728	40738858	4	6
21602728	40738862	4	6
21602728	40738864	4	5
21602728	40747677	4	5
21602728	40747678	4	5
21602728	40749432	4	6
21602728	40749434	4	6
21602728	40749443	4	5
21602728	40749448	4	5
21602728	40749453	4	6
21602728	40749454	4	6
21602728	40749459	4	6
21602728	40749472	4	6
21602728	40749475	4	5
21602728	40749479	4	5
21602728	40749481	4	6
21602728	40749486	4	6
21602728	40749489	4	5
21602728	40749492	4	5
21602728	40749546	4	6
21602728	40749547	4	6
21602728	40749553	4	6
21602728	40749559	4	5
21602728	40749968	4	5
21602728	40749969	3	4
21602728	40749970	4	6
21602728	40821116	4	5
21602728	40822140	4	5
21602728	40822394	4	4
21602728	40822579	2	2
21602728	40823642	3	4
21602728	40824087	4	6
21602728	40824813	2	2
21602728	40824911	4	5
21602728	40824973	4	4
21602728	40825342	4	6
21602728	40826411	2	2
21602728	40827121	2	2
21602728	40827417	2	2
21602728	40828093	2	2
21602728	40828473	2	2
21602728	40829371	2	2
21602728	40829387	2	2
21602728	40829628	2	2
21602728	40830330	2	2
21602728	40830453	2	2
21602728	40831255	2	3
21602728	40831538	2	2
21602728	40831541	2	3
21602728	40832214	2	3
21602728	40832704	2	2
21602728	40832745	2	3
21602728	40833416	2	2
21602728	40833868	3	3
21602728	40833875	4	4
21602728	40834510	4	5
21602728	40834518	4	5
21602728	40835200	4	5
21602728	40835202	4	5
21602728	40835203	4	5
21602728	40835272	4	4
21602728	40835463	3	3
21602728	40835878	4	5
21602728	40835879	4	5
21602728	40836019	4	4
21602728	40836270	4	5
21602728	40836818	3	4
21602728	40836910	4	4
21602728	40836912	3	3
21602728	40837882	3	4
21602728	40837887	4	5
21602728	40837889	3	3
21602728	40838424	3	3
21602728	40839450	4	4
21602728	40839457	4	5
21602728	40839458	4	5
21602728	40839461	4	4
21602728	40839462	3	3
21602728	40839463	4	4
21602728	40839464	4	4
21602728	40839466	4	5
21602728	40839469	4	5
21602728	40839473	4	5
21602728	40841295	4	5
21602728	40841297	4	5
21602728	40841299	4	5
21602728	40841308	4	5
21602728	40841312	3	4
21602728	40841313	4	5
21602728	40841316	3	4
21602728	40841320	4	5
21602728	40841324	3	4
21602728	40841325	4	5
21602728	40841331	3	4
21602728	40841332	4	5
21602728	40841338	3	4
21602728	40841340	4	5
21602728	40843452	3	4
21602728	40843456	4	5
21602728	40843458	4	5
21602728	40843462	3	4
21602728	40843463	4	5
21602728	40843465	4	5
21602728	40843466	4	4
21602728	40843473	4	5
21602728	40847736	4	4
21602728	40847737	3	3
21602728	40847738	4	4
21602728	40848460	3	3
21602728	40848461	4	4
21602728	40849562	4	5
21602728	40849564	3	4
21602728	40849578	3	4
21602728	40850157	3	3
21602728	40852469	4	6
21602728	40852475	4	6
21602728	40852477	4	6
21602728	40852488	4	6
21602728	40853709	4	6
21602728	40853711	4	6
21602728	40853712	4	6
21602728	40853716	4	6
21602728	40853717	4	6
21602728	40853722	4	6
21602728	40853724	4	6
21602728	40853725	4	6
21602728	40853726	4	6
21602728	40854568	4	6
21602728	40855734	4	6
21602728	40855737	4	6
21602728	40855739	4	6
21602728	40856719	4	6
21602728	40858662	2	2
21602728	40859200	2	2
21602728	40859335	2	2
21602728	40859342	2	2
21602728	40859740	2	2
21602728	40860329	2	2
21602728	40860612	2	2
21602728	40860619	2	2
21602728	40860621	2	2
21602728	40860659	2	2
21602728	40860769	2	2
21602728	40861084	2	2
21602728	40861158	2	2
21602728	40861488	2	2
21602728	40861538	2	2
21602728	40861708	2	2
21602728	40861836	2	2
21602728	40861923	2	2
21602728	40862665	2	2
21602728	40862772	2	2
21602728	40862773	2	3
21602728	40863090	2	3
21602728	40863863	2	3
21602728	40863869	2	3
21602728	40863909	2	2
21602728	40864582	2	2
21602728	40864608	2	2
21602728	40865006	4	5
21602728	40865012	4	5
21602728	40865636	4	5
21602728	40865638	4	5
21602728	40865639	4	5
21602728	40865642	4	5
21602728	40865649	4	5
21602728	40865806	4	4
21602728	40865807	4	4
21602728	40866338	4	5
21602728	40866948	4	5
21602728	40866952	3	4
21602728	40866955	4	5
21602728	40867548	3	3
21602728	40867948	4	5
21602728	40867951	4	5
21602728	40868139	4	5
21602728	40868458	4	4
21602728	40868625	4	4
21602728	40869183	4	4
21602728	40870586	4	5
21602728	40870592	4	4
21602728	40870593	4	4
21602728	40870601	4	5
21602728	40870602	4	5
21602728	40872473	4	5
21602728	40872477	4	5
21602728	40872481	4	5
21602728	40872488	4	4
21602728	40872490	4	5
21602728	40872493	4	5
21602728	40872497	4	5
21602728	40872504	4	5
21602728	40872513	4	5
21602728	40872516	4	5
21602728	40872517	4	5
21602728	40872519	4	5
21602728	40872524	4	5
21602728	40872526	4	5
21602728	40872530	4	5
21602728	40872532	4	5
21602728	40872534	4	5
21602728	40872545	4	5
21602728	40872546	4	5
21602728	40872547	4	5
21602728	40872848	4	4
21602728	40873322	3	3
21602728	40873338	4	4
21602728	40874690	4	5
21602728	40874694	4	4
21602728	40874700	4	5
21602728	40874703	4	5
21602728	40874704	4	5
21602728	40874881	4	4
21602728	40876391	4	5
21602728	40878659	3	3
21602728	40878664	4	4
21602728	40878665	3	3
21602728	40878671	4	5
21602728	40878678	4	5
21602728	40878686	4	5
21602728	40878689	3	4
21602728	40878691	4	5
21602728	40878695	4	5
21602728	40878696	4	5
21602728	40878706	3	4
21602728	40878709	3	4
21602728	40878844	4	4
21602728	40878845	4	4
21602728	40878947	4	5
21602728	40880788	3	4
21602728	40880790	4	5
21602728	40881047	4	4
21602728	40883720	4	6
21602728	40883722	4	5
21602728	40883723	4	6
21602728	40883734	4	6
21602728	40883738	4	6
21602728	40884942	4	6
21602728	40884957	4	6
21602728	40884958	4	6
21602728	40884960	4	6
21602728	40886252	4	6
21602728	40887053	4	6
21602728	40887271	4	6
21602728	40887344	4	6
21602728	40891015	2	2
21602728	40891867	2	2
21602728	40891877	2	2
21602728	40894287	2	3
21602728	40895294	2	2
21602728	40895541	2	3
21602728	40895600	2	2
21602728	40896201	4	5
21602728	40896207	4	4
21602728	40896817	4	5
21602728	40896820	4	5
21602728	40896823	4	5
21602728	40896825	4	5
21602728	40897396	4	4
21602728	40897484	3	4
21602728	40898087	4	5
21602728	40898090	3	4
21602728	40898093	3	4
21602728	40898996	4	4
21602728	40899001	4	5
21602728	40899017	3	4
21602728	40899108	4	4
21602728	40899113	4	4
21602728	40899116	4	4
21602728	40900082	4	5
21602728	40900086	4	4
21602728	40901659	4	5
21602728	40901662	4	5
21602728	40901665	4	5
21602728	40901668	4	4
21602728	40901673	4	4
21602728	40903487	4	5
21602728	40903489	4	5
21602728	40903494	4	5
21602728	40903495	4	5
21602728	40903499	4	5
21602728	40903505	3	4
21602728	40903529	3	4
21602728	40903530	3	4
21602728	40903532	4	5
21602728	40903534	4	5
21602728	40903536	4	5
21602728	40903541	4	5
21602728	40903551	4	5
21602728	40903856	4	4
21602728	40904281	4	4
21602728	40905136	4	4
21602728	40905137	4	4
21602728	40905621	4	5
21602728	40905623	4	5
21602728	40905625	4	5
21602728	40905632	4	5
21602728	40905633	4	5
21602728	40905635	3	4
21602728	40905637	4	5
21602728	40905639	4	5
21602728	40907295	4	5
21602728	40907301	4	5
21602728	40907303	4	4
21602728	40908260	4	5
21602728	40908296	4	4
21602728	40909665	4	4
21602728	40909681	4	5
21602728	40909682	4	5
21602728	40909683	3	4
21602728	40909686	4	5
21602728	40909691	4	5
21602728	40909694	4	5
21602728	40909705	4	5
21602728	40909706	3	4
21602728	40909708	3	4
21602728	40909711	4	5
21602728	40909715	3	4
21602728	40909847	3	3
21602728	40909852	4	4
21602728	40909854	4	4
21602728	40913573	4	6
21602728	40914648	4	6
21602728	40914652	4	6
21602728	40914653	4	6
21602728	40914659	4	6
21602728	40914661	4	6
21602728	40914663	4	6
21602728	40915849	4	6
21602728	40915852	4	6
21602728	40915854	4	6
21602728	40915857	4	6
21602728	40915860	4	6
21602728	40915863	4	6
21602728	40915864	4	6
21602728	40915867	4	6
21602728	40915868	4	6
21602728	40915871	4	6
21602728	40917174	4	6
21602728	40917949	4	6
21602728	40917950	4	6
21602728	40917951	4	6
21602728	40917953	4	6
21602728	40917955	4	6
21602728	40917956	4	6
21602728	40918936	4	6
21602728	40920407	2	2
21602728	40920656	2	2
21602728	40921636	2	2
21602728	40921643	2	2
21602728	40922047	2	2
21602728	40922853	2	2
21602728	40922854	2	2
21602728	40924090	2	2
21602728	40924973	2	3
21602728	40926068	2	2
21602728	40926338	2	2
21602728	40927204	4	4
21602728	40927812	4	5
21602728	40927813	4	5
21602728	40927815	4	5
21602728	40927816	4	5
21602728	40927820	4	5
21602728	40927825	4	5
21602728	40927828	4	5
21602728	40927832	4	5
21602728	40927833	4	5
21602728	40927834	4	5
21602728	40928512	4	5
21602728	40930127	4	4
21602728	40930130	4	5
21602728	40930132	4	4
21602728	40930152	4	5
21602728	40930254	3	3
21602728	40930340	4	5
21602728	40930518	3	4
21602728	40931210	3	4
21602728	40931586	4	4
21602728	40931671	4	4
21602728	40932754	4	5
21602728	40932756	4	4
21602728	40932757	4	5
21602728	40932759	4	5
21602728	40932760	4	5
21602728	40932762	4	5
21602728	40932770	4	4
21602728	40932771	4	5
21602728	40934701	3	4
21602728	40934705	4	5
21602728	40934708	4	5
21602728	40934720	4	5
21602728	40934721	3	4
21602728	40934722	4	5
21602728	40934724	4	5
21602728	40934737	4	5
21602728	40934738	4	5
21602728	40934739	4	5
21602728	40934743	4	5
21602728	40934752	4	5
21602728	40934753	4	5
21602728	40934761	4	5
21602728	40935546	4	4
21602728	40936894	3	4
21602728	40936899	3	4
21602728	40936903	4	5
21602728	40936909	4	4
21602728	40936914	3	4
21602728	40936915	4	5
21602728	40938636	4	5
21602728	40938651	4	5
21602728	40941034	4	4
21602728	40941042	4	5
21602728	40941051	4	5
21602728	40941055	4	5
21602728	40941062	4	5
21602728	40941063	4	5
21602728	40941064	4	5
21602728	40941074	4	5
21602728	40941075	4	5
21602728	40941078	4	5
21602728	40941089	3	4
21602728	40941096	4	5
21602728	40941222	4	4
21602728	40943053	3	3
21602728	40943082	4	5
21602728	40946029	4	6
21602728	40946034	4	6
21602728	40946038	4	6
21602728	40946045	4	6
21602728	40947247	4	6
21602728	40947248	4	6
21602728	40947250	4	6
21602728	40947254	4	6
21602728	40947260	4	6
21602728	40947261	4	6
21602728	40947262	4	6
21602728	40948532	4	6
21602728	40949299	4	6
21602728	40949302	4	6
21602728	40951143	2	2
21602728	40952813	2	2
21602728	40952820	2	2
21602728	40952822	2	2
21602728	40954115	2	2
21602728	40954116	2	2
21602728	40954132	2	2
21602728	40954157	2	2
21602728	40955250	2	2
21602728	40955309	2	2
21602728	40955563	2	2
21602728	40956530	2	3
21602728	40956862	2	3
21602728	40957281	2	2
21602728	40957282	2	2
21602728	40957284	2	2
21602728	40957286	2	2
21602728	40957321	2	2
21602728	40957792	2	2
21602728	40959115	4	5
21602728	40959118	4	5
21602728	40959398	3	3
21602728	40959478	4	4
21602728	40959725	4	4
21602728	40959852	4	5
21602728	40960517	4	5
21602728	40961443	4	5
21602728	40961446	3	4
21602728	40961458	4	5
21602728	40961460	4	5
21602728	40961463	4	5
21602728	40961486	4	4
21602728	40961900	3	3
21602728	40962483	3	4
21602728	40964022	4	5
21602728	40964023	3	4
21602728	40964026	4	4
21602728	40964030	4	4
21602728	40965859	3	4
21602728	40965875	3	4
21602728	40965876	4	5
21602728	40965877	4	5
21602728	40965887	4	5
21602728	40965888	4	5
21602728	40965895	4	5
21602728	40965897	4	5
21602728	40965898	4	5
21602728	40965899	4	5
21602728	40965900	3	4
21602728	40965919	4	5
21602728	40965921	4	5
21602728	40966268	3	3
21602728	40966453	3	4
21602728	40966454	4	4
21602728	40968018	3	4
21602728	40968020	3	4
21602728	40968025	4	5
21602728	40968031	4	5
21602728	40968034	4	5
21602728	40968037	4	5
21602728	40969685	4	5
21602728	40969704	4	5
21602728	40971993	4	5
21602728	40972015	4	5
21602728	40972017	3	4
21602728	40972020	4	5
21602728	40972022	4	5
21602728	40972029	4	5
21602728	40972035	4	5
21602728	40972044	4	5
21602728	40972187	3	3
21602728	40974047	4	5
21602728	40974061	4	5
21602728	40974313	4	4
21602728	40974935	3	3
21602728	40976978	4	6
21602728	40976980	4	6
21602728	40976986	4	6
21602728	40976987	4	6
21602728	40978236	4	6
21602728	40978238	4	6
21602728	40978239	4	6
21602728	40978246	4	6
21602728	40980299	4	6
21602728	40981277	4	6
21602728	40983964	2	2
21602728	40985241	2	2
21602728	40985251	2	2
21602728	40985252	2	2
21602728	40986252	2	2
21602728	40986444	2	2
21602728	40986496	2	2
21602728	40986509	2	2
21602728	40986947	2	2
21602728	40987157	2	3
21602728	40987158	2	3
21602728	40987458	2	3
21602728	40988570	2	2
21602728	40988577	2	3
21602728	40988615	2	2
21602728	40989728	4	4
21602728	40990347	4	5
21602728	40990361	4	5
21602728	40990625	4	4
21602728	40991075	4	5
21602728	40991076	4	5
21602728	40991077	4	5
21602728	40991080	4	5
21602728	40991082	4	5
21602728	40991084	4	5
21602728	40991751	4	5
21602728	40992131	4	5
21602728	40992133	4	5
21602728	40992689	4	5
21602728	40992699	3	4
21602728	40992704	4	5
21602728	40992804	3	3
21602728	40993733	4	5
21602728	40993902	4	4
21602728	40995295	4	4
21602728	40995311	4	5
21602728	40995315	4	4
21602728	40995320	4	4
21602728	40995324	4	4
21602728	40996406	4	4
21602728	40997178	3	4
21602728	40997199	3	4
21602728	40997203	4	5
21602728	40997207	4	5
21602728	40997211	4	5
21602728	40997212	4	5
21602728	40997217	3	4
21602728	40997222	3	4
21602728	40997227	4	5
21602728	40997230	3	4
21602728	40997231	3	4
21602728	40997233	3	4
21602728	40997234	4	5
21602728	40997236	4	5
21602728	40997239	4	5
21602728	40997240	3	4
21602728	40997241	4	5
21602728	40997242	3	4
21602728	40997248	4	5
21602728	40997590	4	4
21602728	40999354	4	5
21602728	40999356	4	5
21602728	40999358	4	5
21602728	40999359	4	5
21602728	40999361	4	4
21602728	40999366	4	5
21602728	40999367	4	5
21602728	40999369	4	5
21602728	41003377	4	5
21602728	41003385	3	4
21602728	41003514	4	4
21602728	41003527	4	4
21602728	41003528	3	3
21602728	41003529	4	4
21602728	41003532	4	4
21602728	41005433	4	5
21602728	41005442	4	5
21602728	41005444	3	3
21602728	41005448	3	4
21602728	41005450	4	5
21602728	41005680	4	4
21602728	41005682	4	4
21602728	41008347	4	6
21602728	41008349	4	6
21602728	41008350	4	6
21602728	41008351	4	6
21602728	41008352	4	6
21602728	41008354	4	6
21602728	41009584	4	6
21602728	41009590	4	6
21602728	41009595	4	6
21602728	41011633	4	6
21602728	41015156	2	2
21602728	41015157	2	2
21602728	41015160	2	2
21602728	41016345	2	2
21602728	41016364	2	2
21602728	41017056	2	2
21602728	41017247	2	2
21602728	41017899	2	2
21602728	41018415	2	2
21602728	41018424	2	3
21602728	41020679	4	4
21602728	41020682	4	4
21602728	41020686	4	5
21602728	41020692	4	5
21602728	41020695	4	4
21602728	41020698	4	4
21602728	41021320	4	5
21602728	41021328	4	5
21602728	41021330	4	5
21602728	41021331	4	5
21602728	41021332	4	5
21602728	41022027	4	5
21602728	41022029	3	4
21602728	41022672	3	3
21602728	41022679	4	5
21602728	41022684	3	4
21602728	41023642	4	4
21602728	41023645	4	4
21602728	41023650	4	5
21602728	41023653	4	4
21602728	41023659	3	4
21602728	41023667	4	5
21602728	41023693	4	4
21602728	41023694	3	3
21602728	41024139	4	4
21602728	41024728	4	5
21602728	41024925	4	4
21602728	41025182	3	3
21602728	41026350	4	5
21602728	41026351	4	5
21602728	41026355	4	5
21602728	41026357	4	4
21602728	41026359	4	5
21602728	41026360	4	5
21602728	41026365	4	5
21602728	41026370	4	4
21602728	41026374	4	4
21602728	41026375	4	5
21602728	41028237	4	5
21602728	41028252	4	5
21602728	41028254	4	5
21602728	41028258	4	5
21602728	41028262	4	5
21602728	41028263	4	5
21602728	41028274	4	5
21602728	41028278	4	5
21602728	41028281	3	4
21602728	41028282	4	5
21602728	41029889	3	3
21602728	41030378	4	5
21602728	41030385	4	5
21602728	41030386	4	5
21602728	41030387	4	5
21602728	41030397	4	5
21602728	41030399	3	4
21602728	41030402	4	5
21602728	41032084	4	5
21602728	41032091	4	5
21602728	41032117	4	5
21602728	41034473	3	4
21602728	41034474	4	5
21602728	41034475	3	4
21602728	41034490	4	5
21602728	41034494	4	5
21602728	41034502	4	5
21602728	41034504	4	5
21602728	41034506	4	5
21602728	41034509	4	5
21602728	41034639	4	4
21602728	41034643	4	4
21602728	41036056	3	3
21602728	41036461	4	4
21602728	41036478	4	5
21602728	41037896	4	4
21602728	41038257	4	6
21602728	41038258	4	6
21602728	41039413	4	6
21602728	41039420	4	6
21602728	41039421	4	6
21602728	41039423	4	6
21602728	41039426	4	6
21602728	41039428	4	6
21602728	41039435	4	6
21602728	41040657	4	6
21602728	41040663	4	6
21602728	41040667	4	6
21602728	41040669	4	6
21602728	41041544	4	6
21602728	41041545	4	5
21602728	41042729	4	6
21602728	41042730	4	6
21602728	41042784	4	6
21602728	41046356	2	2
21602728	41046759	2	2
21602728	41047340	2	2
21602728	41047641	2	2
21602728	41047692	2	2
21602728	41048146	2	2
21602728	41048148	2	2
21602728	41049172	2	2
21602728	41049713	2	3
21602728	41049718	2	3
21602728	41050824	2	2
21602728	41051258	2	3
21602728	41051903	4	4
21602728	41052519	4	5
21602728	41052520	4	5
21602728	41052525	3	3
21602728	41052539	4	5
21602728	41052540	4	5
21602728	41052542	4	5
21602728	41053294	4	5
21602728	41053298	4	5
21602728	41053973	4	5
21602728	41053985	4	5
21602728	41054892	4	4
21602728	41054900	4	5
21602728	41054902	3	4
21602728	41054921	4	5
21602728	41054924	4	5
21602728	41054925	4	5
21602728	41055014	4	4
21602728	41055020	4	4
21602728	41055985	4	5
21602728	41055988	4	5
21602728	41057535	4	5
21602728	41057537	3	3
21602728	41057544	4	5
21602728	41059449	4	5
21602728	41059450	3	3
21602728	41059499	4	5
21602728	41059984	4	4
21602728	41061082	4	4
21602728	41061507	4	5
21602728	41061514	4	5
21602728	41061517	4	4
21602728	41061521	4	5
21602728	41063240	4	5
21602728	41063241	3	4
21602728	41063640	3	3
21602728	41065585	3	3
21602728	41065595	4	5
21602728	41065616	4	5
21602728	41065619	4	5
21602728	41065623	4	5
21602728	41068299	3	3
21602728	41068547	4	4
21602728	41069526	4	6
21602728	41070697	4	6
21602728	41070698	4	6
21602728	41070704	4	6
21602728	41070705	4	6
21602728	41070712	4	6
21602728	41070715	4	6
21602728	41070717	4	6
21602728	41070718	4	6
21602728	41070719	4	6
21602728	41071919	4	6
21602728	41071920	4	6
21602728	41071921	4	6
21602728	41071927	4	6
21602728	41071930	4	6
21602728	41072809	4	6
21602728	41073234	4	6
21602728	41074059	4	6
21602728	41074263	4	6
21602728	41077756	2	2
21602728	41077759	2	2
21602728	41079575	2	2
21602728	41079961	2	2
21602728	41080242	2	2
21602728	41080245	2	2
21602728	41080265	2	2
21602728	41080489	2	2
21602728	41080565	2	2
21602728	41081186	2	3
21602728	41082199	2	2
21602728	41082298	2	2
21602728	41082865	2	2
21602728	41083495	4	5
21602728	41083986	4	4
21602728	41084116	3	4
21602728	41084118	4	5
21602728	41084133	4	5
21602728	41084142	4	5
21602728	41084143	4	5
21602728	41084148	4	5
21602728	41084735	3	3
21602728	41084854	4	5
21602728	41084860	4	5
21602728	41084861	4	5
21602728	41085526	4	5
21602728	41086425	4	4
21602728	41086440	4	4
21602728	41086451	3	4
21602728	41086456	4	5
21602728	41086539	4	4
21602728	41087463	4	5
21602728	41087467	4	5
21602728	41087912	3	3
21602728	41089079	4	5
21602728	41089080	3	3
21602728	41089082	3	3
21602728	41089085	3	4
21602728	41091041	4	5
21602728	41091042	4	5
21602728	41091044	4	5
21602728	41091052	4	5
21602728	41091057	4	5
21602728	41091064	3	4
21602728	41091066	4	5
21602728	41091070	4	5
21602728	41091073	4	5
21602728	41091080	4	5
21602728	41091085	3	4
21602728	41091088	4	5
21602728	41092327	4	4
21602728	41093116	4	5
21602728	41093117	4	5
21602728	41093120	4	5
21602728	41093134	3	4
21602728	41093135	4	5
21602728	41093138	4	5
21602728	41094861	4	5
21602728	41095746	4	5
21602728	41097145	4	5
21602728	41097161	4	5
21602728	41097165	4	5
21602728	41097174	3	4
21602728	41097178	4	5
21602728	41097180	4	5
21602728	41097181	3	4
21602728	41097184	4	5
21602728	41097240	4	5
21602728	41099199	4	5
21602728	41099201	4	5
21602728	41100093	4	4
21602728	41102118	4	6
21602728	41102119	4	6
21602728	41102126	4	6
21602728	41102128	4	6
21602728	41102130	4	6
21602728	41102131	4	6
21602728	41103356	4	6
21602728	41103364	4	6
21602728	41103367	4	6
21602728	41104683	4	6
21602728	41105491	4	6
21602728	41105500	4	6
21602728	41107191	2	2
21602728	41108197	2	2
21602728	41109176	2	2
21602728	41109177	2	2
21602728	41109183	2	2
21602728	41109184	2	2
21602728	41110448	2	2
21602728	41110449	2	2
21602728	41110889	2	2
21602728	41111375	2	2
21602728	41113061	2	3
21602728	41113331	2	2
21602728	41113530	2	2
21602728	41113540	2	3
21602728	41113541	2	3
21602728	41114276	2	2
21602728	41114386	2	2
21602728	41114696	4	4
21602728	41114698	3	3
21602728	41114701	4	4
21602728	41114702	4	4
21602728	41114705	4	5
21602728	41114706	4	5
21602728	41114707	4	5
21602728	41115344	4	5
21602728	41115354	4	5
21602728	41115364	4	5
21602728	41115367	4	5
21602728	41115368	4	5
21602728	41115370	4	5
21602728	41115990	4	4
21602728	41116097	4	5
21602728	41116099	4	5
21602728	41116101	4	5
21602728	41116102	4	5
21602728	41116727	3	4
21602728	41116738	4	5
21602728	41117119	4	5
21602728	41117714	4	5
21602728	41117718	4	5
21602728	41117721	4	5
21602728	41117726	4	5
21602728	41117828	4	4
