concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
37354256,pembrolizumab-pmph 165 MG/ML,Drug,RxNorm,Clinical Drug Comp,S,2723754,20260105,20991231,
37354260,berahyaluronidase alfa / pembrolizumab Injectable Product,Drug,RxNorm,Clinical Dose Group,C,2723758,20260105,20991231,
37354261,berahyaluronidase alfa / pembrolizumab Injection,Drug,RxNorm,Clinical Drug Form,S,2723759,20260105,20991231,
37354262,berahyaluronidase alfa-pmph 2000 UNT/ML / pembrolizumab-pmph 165 MG/ML Injection,Drug,RxNorm,Clinical Drug,S,2723763,20260105,20991231,
37354264,berahyaluronidase alfa-pmph 2000 UNT/ML / pembrolizumab-pmph 165 MG/ML [Keytruda Qlex],Drug,RxNorm,Branded Drug Comp,S,2723765,20260105,20991231,
37354265,Keytruda Qlex Injectable Product,Drug,RxNorm,Branded Dose Group,C,2723766,20260105,20991231,
37354266,berahyaluronidase alfa / pembrolizumab Injection [Keytruda Qlex],Drug,RxNorm,Branded Drug Form,S,2723767,20260105,20991231,
37354267,berahyaluronidase alfa-pmph 2000 UNT/ML / pembrolizumab-pmph 165 MG/ML Injection [Keytruda Qlex],Drug,RxNorm,Branded Drug,S,2723770,20260105,20991231,
37355155,2.4 ML berahyaluronidase alfa-pmph 2000 UNT/ML / pembrolizumab-pmph 165 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,2723762,20260105,20991231,
37355156,2.4 ML berahyaluronidase alfa-pmph 2000 UNT/ML / pembrolizumab-pmph 165 MG/ML Injection [Keytruda Qlex],Drug,RxNorm,Quant Branded Drug,S,2723769,20260105,20991231,
37355157,4.8 ML berahyaluronidase alfa-pmph 2000 UNT/ML / pembrolizumab-pmph 165 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,2723771,20260105,20991231,
37355158,4.8 ML berahyaluronidase alfa-pmph 2000 UNT/ML / pembrolizumab-pmph 165 MG/ML Injection [Keytruda Qlex],Drug,RxNorm,Quant Branded Drug,S,2723772,20260105,20991231,
37355230,2.5 ML hyaluronidase-nvhy 2000 UNT/ML / nivolumab-nvhy 120 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,2728491,20260105,20991231,
37355231,2.5 ML hyaluronidase-nvhy 2000 UNT/ML / nivolumab-nvhy 120 MG/ML Injection [Opdivo Qvantig],Drug,RxNorm,Quant Branded Drug,S,2728492,20260105,20991231,
1465089,nivolumab-nvhy 120 MG/ML,Drug,RxNorm,Clinical Drug Comp,S,2700792,20250602,20991231,
1465091,hyaluronidase / nivolumab Injectable Product,Drug,RxNorm,Clinical Dose Group,C,2700794,20250602,20991231,
1465092,hyaluronidase / nivolumab Injection,Drug,RxNorm,Clinical Drug Form,S,2700795,20250602,20991231,
1465093,hyaluronidase-nvhy 2000 UNT/ML / nivolumab-nvhy 120 MG/ML Injection,Drug,RxNorm,Clinical Drug,S,2700799,20250602,20991231,
1465095,hyaluronidase-nvhy 2000 UNT/ML / nivolumab-nvhy 120 MG/ML [Opdivo Qvantig],Drug,RxNorm,Branded Drug Comp,S,2700801,20250602,20991231,
1465096,Opdivo Qvantig Injectable Product,Drug,RxNorm,Branded Dose Group,C,2700802,20250602,20991231,
1465097,hyaluronidase / nivolumab Injection [Opdivo Qvantig],Drug,RxNorm,Branded Drug Form,S,2700803,20250602,20991231,
1465098,hyaluronidase-nvhy 2000 UNT/ML / nivolumab-nvhy 120 MG/ML Injection [Opdivo Qvantig],Drug,RxNorm,Branded Drug,S,2700806,20250602,20991231,
1466394,5 ML hyaluronidase-nvhy 2000 UNT/ML / nivolumab-nvhy 120 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,2700798,20250602,20991231,
1466395,5 ML hyaluronidase-nvhy 2000 UNT/ML / nivolumab-nvhy 120 MG/ML Injection [Opdivo Qvantig],Drug,RxNorm,Quant Branded Drug,S,2700805,20250602,20991231,
4003184,Acute panmyelosis with myelofibrosis,Condition,SNOMED,Disorder,S,109991003,20020131,20991231,
37162707,Primary malignant solid pseudopapillary neoplasm of pancreas,Condition,SNOMED,Disorder,S,1197279000,20220228,20991231,
4038846,"Langerhans cell histiocytosis, disseminated",Condition,SNOMED,Disorder,S,118614007,20020131,20991231,
37110584,Primary malignant neoplasm of skin due to and following radiotherapy,Condition,SNOMED,Disorder,S,724866001,20170731,20991231,
1074860,Primary angiosarcoma of left shoulder region,Condition,SNOMED,Disorder,S,1079041000119108,20240601,20991231,
1074861,Primary angiosarcoma of right shoulder region,Condition,SNOMED,Disorder,S,1079081000119103,20240601,20991231,
1074862,Primary Ewing sarcoma of bone of left hand,Condition,SNOMED,Disorder,S,1080011000119109,20240601,20991231,
1074863,Primary Ewing sarcoma of bone of right hand,Condition,SNOMED,Disorder,S,1080061000119107,20240601,20991231,
1074864,Primary malignant fibrous histiocytoma of soft tissue of left shoulder,Condition,SNOMED,Disorder,S,1080831000119109,20240601,20991231,
1074865,Primary large cell carcinoma of left main bronchus,Condition,SNOMED,Disorder,S,1080461000119104,20240601,20991231,
1074866,Primary large cell carcinoma of right main bronchus,Condition,SNOMED,Disorder,S,1080511000119101,20240601,20991231,
1074867,Primary malignant fibrous histiocytoma of soft tissue of left hip,Condition,SNOMED,Disorder,S,1080811000119104,20240601,20991231,
1074868,Primary malignant fibrous histiocytoma of soft tissue of left lower limb,Condition,SNOMED,Disorder,S,1080821000119106,20240601,20991231,
1074869,Primary malignant fibrous histiocytoma of soft tissue of right hip,Condition,SNOMED,Disorder,S,1080851000119103,20240601,20991231,
1074870,Primary malignant fibrous histiocytoma of soft tissue of right lower limb,Condition,SNOMED,Disorder,S,1080861000119101,20240601,20991231,
1074871,Primary malignant fibrous histiocytoma of soft tissue of right shoulder,Condition,SNOMED,Disorder,S,1080871000119107,20240601,20991231,
1074872,Primary malignant optic glioma of left eye,Condition,SNOMED,Disorder,S,1080881000119105,20240501,20991231,
1074873,Primary malignant optic glioma of right eye,Condition,SNOMED,Disorder,S,1080891000119108,20240501,20991231,
1074874,Primary Merkel cell carcinoma of skin of left hip,Condition,SNOMED,Disorder,S,1081031000119107,20240601,20991231,
1074875,Primary Merkel cell carcinoma of skin of left shoulder,Condition,SNOMED,Disorder,S,1081041000119103,20240601,20991231,
1074876,Primary Merkel cell carcinoma of skin of right hip,Condition,SNOMED,Disorder,S,1081051000119101,20240601,20991231,
1074877,Primary Merkel cell carcinoma of skin of right shoulder,Condition,SNOMED,Disorder,S,1081061000119104,20240601,20991231,
1074878,Primary malignant neoplasm of muscle of left upper limb,Condition,SNOMED,Disorder,S,1081071000119105,20240601,20991231,
1074879,Primary malignant neoplasm of muscle of left lower limb,Condition,SNOMED,Disorder,S,1081091000119106,20240601,20991231,
1074880,Primary malignant neoplasm of muscle of left shoulder,Condition,SNOMED,Disorder,S,1081101000119101,20240601,20991231,
1074881,Primary malignant neoplasm of muscle of right upper limb,Condition,SNOMED,Disorder,S,1081111000119103,20240601,20991231,
1074882,Primary malignant neoplasm of muscle of right lower limb,Condition,SNOMED,Disorder,S,1081131000119108,20240601,20991231,
1074883,Primary malignant neoplasm of muscle of right shoulder,Condition,SNOMED,Disorder,S,1081141000119104,20240601,20991231,
1074886,Primary rhabdomyosarcoma of left hip,Condition,SNOMED,Disorder,S,1081621000119104,20240601,20991231,
1074887,Primary rhabdomyosarcoma of left shoulder region,Condition,SNOMED,Disorder,S,1081641000119105,20240801,20991231,
1074888,Primary rhabdomyosarcoma of right hip,Condition,SNOMED,Disorder,S,1081661000119109,20240601,20991231,
1074889,Primary rhabdomyosarcoma of right shoulder region,Condition,SNOMED,Disorder,S,1081681000119100,20240801,20991231,
1074890,Primary malignant neoplasm of skin of left hip,Condition,SNOMED,Disorder,S,1081831000119102,20240601,20991231,
1075054,Well-differentiated neuroendocrine tumor grade 1 of lung,Condition,SNOMED,Disorder,S,1287173009,20240401,20991231,
1075055,Well-differentiated neuroendocrine tumor grade 2 of lung,Condition,SNOMED,Disorder,S,1287175002,20240401,20991231,
1075457,Malignant neoplasm of upper gastrointestinal tract,Condition,SNOMED,Disorder,S,1304123001,20240301,20991231,
1075504,Primary malignant neoplasm of right breast,Condition,SNOMED,Disorder,S,1306291002,20240401,20991231,
1075505,Primary malignant neoplasm of left breast,Condition,SNOMED,Disorder,S,1306292009,20240401,20991231,
1075506,Primary carcinoma of breast,Condition,SNOMED,Disorder,S,1306293004,20240401,20991231,
1075507,Malignant neoplasm of ectopic site of breast,Condition,SNOMED,Disorder,S,1306294005,20240401,20991231,
1075508,Malignant neoplasm of nipple and areola,Condition,SNOMED,Disorder,S,1306295006,20240401,20991231,
1075518,Malignant neoplasm of areola,Condition,SNOMED,Disorder,S,1306309009,20240401,20991231,
1075519,Primary malignant neoplasm of areola,Condition,SNOMED,Disorder,S,1306310004,20240401,20991231,
1075524,Malignant neoplasm of nipple,Condition,SNOMED,Disorder,S,1306315009,20240401,20991231,
1075526,Primary malignant neoplasm of nipple,Condition,SNOMED,Disorder,S,1306317001,20240401,20991231,
1075530,Metastatic malignant neoplasm to nipple,Condition,SNOMED,Disorder,S,1306321008,20240401,20991231,
1075531,Metastatic malignant neoplasm to ectopic site of breast,Condition,SNOMED,Disorder,S,1306322001,20240401,20991231,
1075532,Metastatic malignant neoplasm to areola,Condition,SNOMED,Disorder,S,1306323006,20240401,20991231,
1075534,Primary malignant neoplasm of ectopic site of breast,Condition,SNOMED,Disorder,S,1306325004,20240401,20991231,
1075550,Sarcoma of axillary tail of breast,Condition,SNOMED,Disorder,S,1306368003,20240401,20991231,
1075551,Sarcoma of central portion of breast,Condition,SNOMED,Disorder,S,1306369006,20240401,20991231,
1075552,Sarcoma of lower inner quadrant of breast,Condition,SNOMED,Disorder,S,1306370007,20240401,20991231,
1075553,Sarcoma of upper outer quadrant of breast,Condition,SNOMED,Disorder,S,1306371006,20240401,20991231,
1075554,Sarcoma of lower outer quadrant of breast,Condition,SNOMED,Disorder,S,1306372004,20240401,20991231,
1075555,Sarcoma of upper inner quadrant of breast,Condition,SNOMED,Disorder,S,1306373009,20240401,20991231,
1075568,Primary infiltrating duct carcinoma of lower inner quadrant of right breast,Condition,SNOMED,Disorder,S,1306489008,20240401,20991231,
1075569,Primary infiltrating duct carcinoma of lower outer quadrant of right breast,Condition,SNOMED,Disorder,S,1306490004,20240401,20991231,
1075570,Primary infiltrating duct carcinoma of upper outer quadrant of right breast,Condition,SNOMED,Disorder,S,1306491000,20240401,20991231,
1075571,Primary infiltrating duct carcinoma of upper inner quadrant of right breast,Condition,SNOMED,Disorder,S,1306492007,20240401,20991231,
1075572,Primary infiltrating duct carcinoma of lower inner quadrant of left breast,Condition,SNOMED,Disorder,S,1306493002,20240401,20991231,
1075573,Primary infiltrating duct carcinoma of lower outer quadrant of left breast,Condition,SNOMED,Disorder,S,1306494008,20240401,20991231,
1075574,Primary infiltrating duct carcinoma of upper inner quadrant of left breast,Condition,SNOMED,Disorder,S,1306495009,20240401,20991231,
1075575,Primary infiltrating duct carcinoma of upper outer quadrant of left breast,Condition,SNOMED,Disorder,S,1306496005,20240401,20991231,
1075576,Primary infiltrating duct carcinoma of central portion of right breast,Condition,SNOMED,Disorder,S,1306497001,20240401,20991231,
1075577,Primary infiltrating duct carcinoma of central portion of left breast,Condition,SNOMED,Disorder,S,1306498006,20240401,20991231,
1075578,Primary infiltrating duct carcinoma of axillary tail of right breast,Condition,SNOMED,Disorder,S,1306499003,20240401,20991231,
1075579,Primary infiltrating duct carcinoma of axillary tail of left breast,Condition,SNOMED,Disorder,S,1306500007,20240401,20991231,
1075580,Primary infiltrating duct carcinoma of central portion of breast,Condition,SNOMED,Disorder,S,1306501006,20240401,20991231,
1075581,Primary infiltrating duct carcinoma of axillary tail of breast,Condition,SNOMED,Disorder,S,1306502004,20240401,20991231,
1075582,Primary infiltrating duct carcinoma of lower inner quadrant of breast,Condition,SNOMED,Disorder,S,1306503009,20240401,20991231,
1075583,Primary infiltrating duct carcinoma of lower outer quadrant of breast,Condition,SNOMED,Disorder,S,1306504003,20240401,20991231,
1075584,Primary infiltrating duct carcinoma of upper inner quadrant of breast,Condition,SNOMED,Disorder,S,1306505002,20240401,20991231,
1075585,Primary infiltrating duct carcinoma of upper outer quadrant of breast,Condition,SNOMED,Disorder,S,1306506001,20240401,20991231,
1075586,Primary malignant neoplasm of central portion of right breast,Condition,SNOMED,Disorder,S,1306507005,20240401,20991231,
1075587,Primary malignant neoplasm of central portion of left breast,Condition,SNOMED,Disorder,S,1306508000,20240401,20991231,
1075588,Primary malignant neoplasm of central portion of breast,Condition,SNOMED,Disorder,S,1306509008,20240401,20991231,
1075589,Primary malignant neoplasm of bilateral breasts,Condition,SNOMED,Disorder,S,1306511004,20240401,20991231,
1075590,Primary inflammatory carcinoma of breast,Condition,SNOMED,Disorder,S,1306512006,20240401,20991231,
1075591,Recurrent primary malignant neoplasm of right breast,Condition,SNOMED,Disorder,S,1306513001,20240401,20991231,
1075592,Recurrent primary malignant neoplasm of left breast,Condition,SNOMED,Disorder,S,1306514007,20240401,20991231,
1075593,Recurrent primary malignant neoplasm of breast,Condition,SNOMED,Disorder,S,1306515008,20240401,20991231,
1075594,Primary lobular carcinoma of left breast,Condition,SNOMED,Disorder,S,1306516009,20240401,20991231,
1075595,Primary lobular carcinoma of right breast,Condition,SNOMED,Disorder,S,1306517000,20240401,20991231,
1075604,Primary malignant neoplasm of axillary tail of left breast,Condition,SNOMED,Disorder,S,1306541002,20240401,20991231,
1075605,Primary malignant neoplasm of axillary tail of right breast,Condition,SNOMED,Disorder,S,1306542009,20240401,20991231,
1075606,Malignant neoplasm of central portion of breast,Condition,SNOMED,Disorder,S,1306548008,20240401,20991231,
1075607,Infiltrating duct carcinoma of axillary tail of left breast,Condition,SNOMED,Disorder,S,1306552008,20240401,20991231,
1075608,Infiltrating duct carcinoma of axillary tail of right breast,Condition,SNOMED,Disorder,S,1306554009,20240401,20991231,
1075609,Infiltrating duct carcinoma of axillary tail of breast,Condition,SNOMED,Disorder,S,1306555005,20240401,20991231,
1075610,Infiltrating duct carcinoma of central portion of breast,Condition,SNOMED,Disorder,S,1306556006,20240401,20991231,
1075611,Infiltrating duct carcinoma of central portion of left breast,Condition,SNOMED,Disorder,S,1306557002,20240401,20991231,
1075612,Infiltrating duct carcinoma of central portion of right breast,Condition,SNOMED,Disorder,S,1306558007,20240401,20991231,
1075615,Lobular carcinoma of right breast,Condition,SNOMED,Disorder,S,1306564000,20240401,20991231,
1075616,Lobular carcinoma of left breast,Condition,SNOMED,Disorder,S,1306565004,20240401,20991231,
1075617,Infiltrating duct carcinoma of upper outer quadrant of right breast,Condition,SNOMED,Disorder,S,1306566003,20240401,20991231,
1075618,Infiltrating duct carcinoma of upper outer quadrant of left breast,Condition,SNOMED,Disorder,S,1306567007,20240401,20991231,
1075619,Infiltrating duct carcinoma of upper outer quadrant of breast,Condition,SNOMED,Disorder,S,1306568002,20240401,20991231,
1075620,Infiltrating duct carcinoma of upper inner quadrant of breast,Condition,SNOMED,Disorder,S,1306569005,20240401,20991231,
1075622,Infiltrating duct carcinoma of upper inner quadrant of right breast,Condition,SNOMED,Disorder,S,1306570006,20240401,20991231,
1075623,Infiltrating duct carcinoma of upper inner quadrant of left breast,Condition,SNOMED,Disorder,S,1306571005,20240401,20991231,
1075624,Infiltrating duct carcinoma of lower outer quadrant of breast,Condition,SNOMED,Disorder,S,1306572003,20240401,20991231,
1075625,Infiltrating duct carcinoma of lower outer quadrant of right breast,Condition,SNOMED,Disorder,S,1306573008,20240401,20991231,
1075626,Infiltrating duct carcinoma of lower outer quadrant of left breast,Condition,SNOMED,Disorder,S,1306574002,20240401,20991231,
1075627,Infiltrating duct carcinoma of left breast,Condition,SNOMED,Disorder,S,1306575001,20240401,20991231,
1075628,Infiltrating duct carcinoma of right breast,Condition,SNOMED,Disorder,S,1306576000,20240401,20991231,
1075630,Infiltrating duct carcinoma of lower inner quadrant of breast,Condition,SNOMED,Disorder,S,1306578004,20240401,20991231,
1075631,Infiltrating duct carcinoma of lower inner quadrant of right breast,Condition,SNOMED,Disorder,S,1306579007,20240401,20991231,
1075632,Infiltrating duct carcinoma of lower inner quadrant of left breast,Condition,SNOMED,Disorder,S,1306580005,20240401,20991231,
1075815,Primary Merkel cell carcinoma of skin of upper eyelid,Condition,SNOMED,Disorder,S,1332235007,20240501,20991231,
1075874,Disseminated Langerhans cell histiocytosis of lymph nodes of lower limb,Condition,SNOMED,Disorder,S,1332422001,20240501,20991231,
1075875,Disseminated Langerhans cell histiocytosis of lymph nodes of upper limb,Condition,SNOMED,Disorder,S,1332423006,20240501,20991231,
1075876,Disseminated Langerhans cell histiocytosis of lymph nodes of head,Condition,SNOMED,Disorder,S,1332425004,20240501,20991231,
1075877,Disseminated Langerhans cell histiocytosis of cervical lymph nodes,Condition,SNOMED,Disorder,S,1332426003,20240501,20991231,
1075878,Disseminated Langerhans cell histiocytosis of spleen,Condition,SNOMED,Disorder,S,1332427007,20240501,20991231,
1075879,Disseminated Langerhans cell histiocytosis of lymph nodes of multiple sites,Condition,SNOMED,Disorder,S,1332428002,20240501,20991231,
1075880,Disseminated Langerhans cell histiocytosis of lymph nodes of thorax,Condition,SNOMED,Disorder,S,1332429005,20240501,20991231,
1075881,Disseminated Langerhans cell histiocytosis of pelvic lymph nodes,Condition,SNOMED,Disorder,S,1332430000,20240501,20991231,
1075882,Disseminated Langerhans cell histiocytosis of abdominal lymph nodes,Condition,SNOMED,Disorder,S,1332431001,20240501,20991231,
1075914,Disseminated Langerhans cell histiocytosis of bone,Condition,SNOMED,Disorder,S,1332476001,20240501,20991231,
1075916,Metastatic balloon cell malignant melanoma,Condition,SNOMED,Disorder,S,1332483008,20240501,20991231,
1075917,Metastatic anaplastic thyroid carcinoma,Condition,SNOMED,Disorder,S,1332484002,20240501,20991231,
1075918,Metastatic endometrial stromal sarcoma,Condition,SNOMED,Disorder,S,1332485001,20240501,20991231,
1075919,Metastatic amelanotic malignant melanoma to skin,Condition,SNOMED,Disorder,S,1332486000,20240501,20991231,
1076143,Squamous cell carcinoma of head and/or neck,Condition,SNOMED,Disorder,S,1335914008,20240701,20991231,
1076148,Malignant melanoma of head,Condition,SNOMED,Disorder,S,1335931001,20240701,20991231,
1076162,Metastatic desmoplastic malignant melanoma,Condition,SNOMED,Disorder,S,1335987009,20240601,20991231,
1076166,Primary Merkel cell carcinoma of skin of shoulder,Condition,SNOMED,Disorder,S,1335994007,20240601,20991231,
1076167,Primary Merkel cell carcinoma of skin of hip,Condition,SNOMED,Disorder,S,1335995008,20240601,20991231,
1076168,Primary Merkel cell carcinoma of skin of lower eyelid,Condition,SNOMED,Disorder,S,1335996009,20240601,20991231,
1076192,Primary Ewing sarcoma of bone of hand,Condition,SNOMED,Disorder,S,1336089001,20240601,20991231,
1076216,Metastatic spindle cell rhabdomyosarcoma,Condition,SNOMED,Disorder,S,1336170004,20240601,20991231,
1076217,Metastatic synovial sarcoma,Condition,SNOMED,Disorder,S,1336171000,20240601,20991231,
1076218,Metastatic ganglioneuroblastoma,Condition,SNOMED,Disorder,S,1336172007,20240601,20991231,
1076219,Metastatic superficial spreading melanoma,Condition,SNOMED,Disorder,S,1336173002,20240601,20991231,
1076220,Metastatic fibrosarcoma,Condition,SNOMED,Disorder,S,1336176005,20240601,20991231,
1076221,Metastatic spindle cell melanoma,Condition,SNOMED,Disorder,S,1336177001,20240601,20991231,
1076222,Metastatic myxofibrosarcoma,Condition,SNOMED,Disorder,S,1336182008,20240601,20991231,
1076223,Metastatic pleomorphic rhabdomyosarcoma,Condition,SNOMED,Disorder,S,1336185005,20240601,20991231,
1076224,Metastatic lentigo maligna melanoma,Condition,SNOMED,Disorder,S,1336186006,20240601,20991231,
1076225,Metastatic glassy cell carcinoma,Condition,SNOMED,Disorder,S,1336188007,20240601,20991231,
1076227,Metastatic inflammatory carcinoma,Condition,SNOMED,Disorder,S,1336190008,20240601,20991231,
1076300,Metastatic infantile fibrosarcoma,Condition,SNOMED,Disorder,S,1339049006,20240701,20991231,
1076301,Metastatic malignant glioma,Condition,SNOMED,Disorder,S,1339050006,20240701,20991231,
1076302,Metastatic germinoma,Condition,SNOMED,Disorder,S,1339051005,20240701,20991231,
1076348,Malignant vagal paraganglioma,Condition,SNOMED,Disorder,S,1340074000,20240701,20991231,
1076447,Malignant melanoma of face,Condition,SNOMED,Disorder,S,1343617003,20240801,20991231,
1076470,Malignant neoplasm of epiglottis,Condition,SNOMED,Disorder,S,1343694009,20240801,20991231,
1076471,Malignant neoplasm of pinna,Condition,SNOMED,Disorder,S,1343695005,20240801,20991231,
1076499,Well-differentiated neuroendocrine tumor grade 1 of right lung,Condition,SNOMED,Disorder,S,137644811000119102,20240401,20991231,
1076511,Metastatic well-differentiated neuroendocrine tumor to regional lymph node,Condition,SNOMED,Disorder,S,140633841000119106,20240801,20991231,
1076583,Primary Merkel cell carcinoma of skin of right breast,Condition,SNOMED,Disorder,S,15950381000119103,20240601,20991231,
1076584,Primary Merkel cell carcinoma of skin of left breast,Condition,SNOMED,Disorder,S,15950421000119107,20240601,20991231,
1076586,Primary squamous cell carcinoma of bilateral main bronchi,Condition,SNOMED,Disorder,S,15957421000119106,20240501,20991231,
1076761,Primary Merkel cell carcinoma of skin of right upper eyelid,Condition,SNOMED,Disorder,S,16905941000119109,20240501,20991231,
1076762,Primary Merkel cell carcinoma of skin of left lower eyelid,Condition,SNOMED,Disorder,S,16905981000119104,20240601,20991231,
1076763,Primary Merkel cell carcinoma of skin of left upper eyelid,Condition,SNOMED,Disorder,S,16906021000119109,20240501,20991231,
1076764,Primary Merkel cell carcinoma of skin of right lower eyelid,Condition,SNOMED,Disorder,S,16906061000119104,20240601,20991231,
1076850,Primary malignant neoplasm of spinal dura mater,Condition,SNOMED,Disorder,S,22471000119100,20240701,20991231,
1076860,Well-differentiated neuroendocrine tumor grade 1 of bronchus,Condition,SNOMED,Disorder,S,226446911000119100,20240401,20991231,
1077126,Primary Merkel cell carcinoma of skin of breast,Condition,SNOMED,Disorder,S,351471000119106,20240601,20991231,
1077127,Primary malignant neoplasm of skin of right hip,Condition,SNOMED,Disorder,S,352451000119105,20240601,20991231,
1077128,Primary malignant neoplasm of bone of left hand,Condition,SNOMED,Disorder,S,352971000119109,20240601,20991231,
1077129,Primary malignant neoplasm of bone of right hand,Condition,SNOMED,Disorder,S,352991000119105,20240601,20991231,
1077131,Primary malignant neoplasm of left epididymis,Condition,SNOMED,Disorder,S,353181000119102,20240601,20991231,
1077132,Primary malignant neoplasm of right epididymis,Condition,SNOMED,Disorder,S,353191000119104,20240601,20991231,
1077133,Primary malignant neoplasm of left lacrimal gland duct,Condition,SNOMED,Disorder,S,354371000119101,20240601,20991231,
1077134,Primary malignant neoplasm of right lacrimal gland duct,Condition,SNOMED,Disorder,S,354381000119103,20240601,20991231,
1077135,Primary malignant neoplasm of bone of hand,Condition,SNOMED,Disorder,S,355121000119100,20240601,20991231,
1077200,Well-differentiated neuroendocrine tumor grade 2 of right lung,Condition,SNOMED,Disorder,S,409743031000119105,20240401,20991231,
1077332,Malignant neoplasm of large intestine with hemorrhage,Condition,SNOMED,Disorder,S,46811000087102,20240801,20991231,
1077362,Well-differentiated neuroendocrine tumor grade 2 of left lung,Condition,SNOMED,Disorder,S,557174041000119102,20240401,20991231,
1077417,Primary angiosarcoma of shoulder region,Condition,SNOMED,Disorder,S,682401000119108,20240601,20991231,
1077418,Primary malignant ependymoma of occipital lobe,Condition,SNOMED,Disorder,S,683781000119103,20240501,20991231,
1077419,Primary ependymoma of temporal lobe,Condition,SNOMED,Disorder,S,683801000119104,20240701,20991231,
1077420,Primary glioblastoma multiforme of cerebral ventricle,Condition,SNOMED,Disorder,S,684891000119108,20240701,20991231,
1077421,Primary large cell carcinoma of main bronchus,Condition,SNOMED,Disorder,S,685541000119103,20240601,20991231,
1077422,Primary liposarcoma of soft tissue of face,Condition,SNOMED,Disorder,S,685871000119108,20240501,20991231,
1077423,Primary malignant fibrous histiocytoma of soft tissue of hip,Condition,SNOMED,Disorder,S,686321000119108,20240601,20991231,
1077424,Primary malignant fibrous histiocytoma of soft tissue of lower limb,Condition,SNOMED,Disorder,S,686341000119102,20240601,20991231,
1077425,Primary malignant fibrous histiocytoma of soft tissues of neck,Condition,SNOMED,Disorder,S,686351000119100,20240501,20991231,
1077426,Primary malignant fibrous histiocytoma of soft tissue of shoulder,Condition,SNOMED,Disorder,S,686391000119105,20240601,20991231,
1077429,Primary rhabdomyosarcoma of hip,Condition,SNOMED,Disorder,S,687831000119101,20240601,20991231,
1077430,Primary rhabdomyosarcoma of shoulder region,Condition,SNOMED,Disorder,S,687901000119103,20240801,20991231,
1077431,Sézary syndrome of lymph nodes of upper limb,Condition,SNOMED,Disorder,S,688231000119103,20240601,20991231,
1077432,Sézary syndrome of lymph nodes of axilla,Condition,SNOMED,Disorder,S,688241000119107,20240601,20991231,
1077438,Primary malignant glioma of thalamus,Condition,SNOMED,Disorder,S,724003651000119103,20240501,20991231,
1077455,Well-differentiated neuroendocrine tumor of duodenum,Condition,SNOMED,Disorder,S,801161000124104,20240901,20991231,
1077456,Well-differentiated neuroendocrine tumor of descending colon,Condition,SNOMED,Disorder,S,801171000124106,20240901,20991231,
1077457,Well-differentiated neuroendocrine tumor of ascending colon,Condition,SNOMED,Disorder,S,801181000124109,20240901,20991231,
1077458,Well-differentiated neuroendocrine tumor of cecum,Condition,SNOMED,Disorder,S,801191000124107,20240901,20991231,
1077461,Infiltrating duct carcinoma of bilateral breasts,Condition,SNOMED,Disorder,S,811131000124105,20240901,20991231,
1077505,Well-differentiated neuroendocrine tumor grade 1 of left lung,Condition,SNOMED,Disorder,S,936472381000119102,20240401,20991231,
605205,Primary malignant melanoma of overlapping sites of accessory sinuses,Condition,SNOMED,Disorder,S,1010631005,20210131,20991231,
605252,Primary squamous cell carcinoma of overlapping sites of nasopharynx,Condition,SNOMED,Disorder,S,1010681001,20210131,20991231,
4033318,Overlapping malignant neoplasm of bone and articular cartilage of limb,Condition,SNOMED,Disorder,S,109348004,20020131,20991231,
4003186,Myelodysplastic syndrome with ring sideroblasts and single lineage dysplasia,Condition,SNOMED,Disorder,S,109998009,20020131,20991231,
432851,Metastatic malignant neoplasm,Condition,SNOMED,Disorder,S,128462008,20020131,20991231,
4094540,Mast cell malignancy of lymph nodes of head and neck,Condition,SNOMED,Disorder,S,188662007,20020131,20991231,
4111932,Adenoid cystic eccrine carcinoma of skin,Condition,SNOMED,Disorder,S,254711000,20020131,20991231,
4110723,Mucinous eccrine carcinoma of skin,Condition,SNOMED,Disorder,S,254714008,20020131,20991231,
4110857,Liposarcoma,Condition,SNOMED,Disorder,S,254829001,20020131,20991231,
4112862,Malignant granulosa cell tumor of ovary,Condition,SNOMED,Disorder,S,254863004,20020131,20991231,
4116077,Malignant dysgerminoma of ovary,Condition,SNOMED,Disorder,S,254874008,20020131,20991231,
4147162,Metastatic malignant neoplasm to respiratory and digestive systems,Condition,SNOMED,Disorder,S,269473008,20020131,20991231,
4151260,Carcinoma of rectosigmoid junction,Condition,SNOMED,Disorder,S,269544008,20020131,20991231,
4079282,Myelodysplastic/myeloproliferative neoplasm with neutrophilia,Condition,SNOMED,Disorder,S,277589003,20020131,20991231,
4173970,Malignant myeloid/lymphoid neoplasm,Condition,SNOMED,Disorder,S,277604002,20020131,20991231,
4174136,Local recurrence of malignant neoplasm of peritoneum,Condition,SNOMED,Disorder,S,277782009,20020131,20991231,
140064,Primary myelofibrosis,Condition,SNOMED,Disorder,S,307651005,20020131,20991231,
35617882,Primary malignant neoplasm of soft tissue of right lower limb,Condition,SNOMED,Disorder,S,352311000119100,20180731,20991231,
