SITE_ID,MEASUREMENT_CONCEPT_ID,MEASUREMENT_CONCEPT_NAME,MEASUREMENT_CONCEPT_CODE,MEASUREMENT_VOCABULARY_ID,MEASUREMENT_DOMAIN_ID,MEASUREMENT_STANDARD_CONCEPT,UNIT_CONCEPT_ID,UNIT_CONCEPT_NAME,UNIT_CONCEPT_CODE,UNIT_VOCABULARY_ID,UNIT_DOMAIN_ID,UNIT_STANDARD_CONCEPT,RECORD_COUNT,MEASUREMENT_RECORD_TOTAL,PCT_RECORD_WITHIN_MEASUREMENT,PERSON_COUNT,MEASUREMENT_PERSON_TOTAL,PCT_PERSON_WITHIN_MEASUREMENT,Date Unit Query Run
JH,3013603,Prostate specific Ag [Mass/volume] in Serum or Plasma,2857-1,LOINC,Measurement,S,8842,nanogram per milliliter,ng/mL,UCUM,Unit,S,98017,98319,99.6928,24681,24682,99.9959,9/19/2025
FH,3013603,Prostate specific Ag [Mass/volume] in Serum or Plasma,2857-1,LOINC,Measurement,S,8842,nanogram per milliliter,ng/mL,UCUM,Unit,S,125604,126294,99.4537,25041,25058,99.9322,9/19/2025
MSKCC,3013603,Prostate specific Ag [Mass/volume] in Serum or Plasma,2857-1,LOINC,Measurement,S,8842,nanogram per milliliter,ng/mL,UCUM,Unit,S,293674,293674,100,37091,37091,100,9/22/2025
DFCI,3013650,Neutrophils [#/volume] in Blood by Automated count,751-8,LOINC,Measurement,S,0,(NULL/0),,,,,68,253573,0.0268,58,29978,0.1935,9/22/2025
JH,3013650,Neutrophils [#/volume] in Blood by Automated count,751-8,LOINC,Measurement,S,0,(NULL/0),,,,,737,2155706,0.0342,635,136525,0.4651,9/19/2025
FH,3013650,Neutrophils [#/volume] in Blood by Automated count,751-8,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,16772,1535963,1.092,7264,118788,6.1151,9/19/2025
MSKCC,3013650,Neutrophils [#/volume] in Blood by Automated count,751-8,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,424,3134764,0.0135,409,173430,0.2358,9/22/2025
FH,3013650,Neutrophils [#/volume] in Blood by Automated count,751-8,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,15,1535963,0.001,15,118788,0.0126,9/19/2025
DFCI,3013650,Neutrophils [#/volume] in Blood by Automated count,751-8,LOINC,Measurement,S,8784,cells per microliter,{cells}/uL,UCUM,Unit,S,9441,253573,3.7232,2382,29978,7.9458,9/22/2025
JH,3013650,Neutrophils [#/volume] in Blood by Automated count,751-8,LOINC,Measurement,S,8784,cells per microliter,{cells}/uL,UCUM,Unit,S,19359,2155706,0.898,7944,136525,5.8187,9/19/2025
DFCI,3013650,Neutrophils [#/volume] in Blood by Automated count,751-8,LOINC,Measurement,S,8848,thousand per microliter,10*3/uL,UCUM,Unit,S,232446,253573,91.6683,26418,29978,88.1246,9/22/2025
JH,3013650,Neutrophils [#/volume] in Blood by Automated count,751-8,LOINC,Measurement,S,8848,thousand per microliter,10*3/uL,UCUM,Unit,S,2135606,2155706,99.0676,134782,136525,98.7233,9/19/2025
FH,3013650,Neutrophils [#/volume] in Blood by Automated count,751-8,LOINC,Measurement,S,8848,thousand per microliter,10*3/uL,UCUM,Unit,S,1519176,1535963,98.9071,118380,118788,99.6565,9/19/2025
MSKCC,3013650,Neutrophils [#/volume] in Blood by Automated count,751-8,LOINC,Measurement,S,8848,thousand per microliter,10*3/uL,UCUM,Unit,S,3134340,3134764,99.9865,173404,173430,99.985,9/22/2025
DFCI,3013650,Neutrophils [#/volume] in Blood by Automated count,751-8,LOINC,Measurement,S,8961,thousand per cubic millimeter,10*3/mm3,UCUM,Unit,S,11569,253573,4.5624,3831,29978,12.7794,9/22/2025
JH,3013650,Neutrophils [#/volume] in Blood by Automated count,751-8,LOINC,Measurement,S,8961,thousand per cubic millimeter,10*3/mm3,UCUM,Unit,S,3,2155706,0.0001,1,136525,0.0007,9/19/2025
JH,3013650,Neutrophils [#/volume] in Blood by Automated count,751-8,LOINC,Measurement,S,9444,billion per liter,10*9/L,UCUM,Unit,S,1,2155706,0,1,136525,0.0007,9/19/2025
DFCI,3013650,Neutrophils [#/volume] in Blood by Automated count,751-8,LOINC,Measurement,S,9665,microliter,uL,UCUM,Unit,S,49,253573,0.0193,45,29978,0.1501,9/22/2025
DFCI,3013682,Urea nitrogen [Mass/volume] in Serum or Plasma,3094-0,LOINC,Measurement,S,0,(NULL/0),,,,,6803,4942195,0.1377,1785,235852,0.7568,9/22/2025
JH,3013682,Urea nitrogen [Mass/volume] in Serum or Plasma,3094-0,LOINC,Measurement,S,0,(NULL/0),,,,,451,1275609,0.0354,410,95999,0.4271,9/19/2025
FH,3013682,Urea nitrogen [Mass/volume] in Serum or Plasma,3094-0,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,881,2289806,0.0385,415,139475,0.2975,9/19/2025
MSKCC,3013682,Urea nitrogen [Mass/volume] in Serum or Plasma,3094-0,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,3,4291964,0.0001,3,211795,0.0014,9/22/2025
DFCI,3013682,Urea nitrogen [Mass/volume] in Serum or Plasma,3094-0,LOINC,Measurement,S,8596,calculated,{calc},UCUM,Unit,S,1,4942195,0,1,235852,0.0004,9/22/2025
DFCI,3013682,Urea nitrogen [Mass/volume] in Serum or Plasma,3094-0,LOINC,Measurement,S,8753,millimole per liter,mmol/L,UCUM,Unit,S,5,4942195,0.0001,5,235852,0.0021,9/22/2025
DFCI,3013682,Urea nitrogen [Mass/volume] in Serum or Plasma,3094-0,LOINC,Measurement,S,8817,nanogram per deciliter,ng/dL,UCUM,Unit,S,2,4942195,0,2,235852,0.0008,9/22/2025
DFCI,3013682,Urea nitrogen [Mass/volume] in Serum or Plasma,3094-0,LOINC,Measurement,S,8840,milligram per deciliter,mg/dL,UCUM,Unit,S,4935382,4942195,99.8621,235725,235852,99.9462,9/22/2025
JH,3013682,Urea nitrogen [Mass/volume] in Serum or Plasma,3094-0,LOINC,Measurement,S,8840,milligram per deciliter,mg/dL,UCUM,Unit,S,1275158,1275609,99.9646,95992,95999,99.9927,9/19/2025
FH,3013682,Urea nitrogen [Mass/volume] in Serum or Plasma,3094-0,LOINC,Measurement,S,8840,milligram per deciliter,mg/dL,UCUM,Unit,S,2288925,2289806,99.9615,139462,139475,99.9907,9/19/2025
MSKCC,3013682,Urea nitrogen [Mass/volume] in Serum or Plasma,3094-0,LOINC,Measurement,S,8840,milligram per deciliter,mg/dL,UCUM,Unit,S,4291961,4291964,99.9999,211795,211795,100,9/22/2025
DFCI,3013682,Urea nitrogen [Mass/volume] in Serum or Plasma,3094-0,LOINC,Measurement,S,9557,milliequivalent per liter,10*-3.eq/L,UCUM,Unit,S,2,4942195,0,2,235852,0.0008,9/22/2025
DFCI,3013707,Erythrocyte sedimentation rate by Westergren method,4537-7,LOINC,Measurement,S,0,(NULL/0),,,,,1,166975,0.0006,1,60849,0.0016,9/22/2025
JH,3013707,Erythrocyte sedimentation rate by Westergren method,4537-7,LOINC,Measurement,S,0,(NULL/0),,,,,3,41869,0.0072,3,19921,0.0151,9/19/2025
FH,3013707,Erythrocyte sedimentation rate by Westergren method,4537-7,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,1611,85315,1.8883,1198,33515,3.5745,9/19/2025
DFCI,3013707,Erythrocyte sedimentation rate by Westergren method,4537-7,LOINC,Measurement,S,8588,millimeter,mm,UCUM,Unit,S,74,166975,0.0443,73,60849,0.12,9/22/2025
DFCI,3013707,Erythrocyte sedimentation rate by Westergren method,4537-7,LOINC,Measurement,S,8752,millimeter per hour,mm/h,UCUM,Unit,S,166900,166975,99.9551,60824,60849,99.9589,9/22/2025
JH,3013707,Erythrocyte sedimentation rate by Westergren method,4537-7,LOINC,Measurement,S,8752,millimeter per hour,mm/h,UCUM,Unit,S,41866,41869,99.9928,19921,19921,100,9/19/2025
FH,3013707,Erythrocyte sedimentation rate by Westergren method,4537-7,LOINC,Measurement,S,8752,millimeter per hour,mm/h,UCUM,Unit,S,83704,85315,98.1117,33237,33515,99.1705,9/19/2025
DFCI,3013721,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,1920-8,LOINC,Measurement,S,0,(NULL/0),,,,,4945,3574807,0.1383,1761,220503,0.7986,9/22/2025
JH,3013721,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,1920-8,LOINC,Measurement,S,0,(NULL/0),,,,,25522,2198932,1.1607,12966,137845,9.4062,9/19/2025
FH,3013721,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,1920-8,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,963,1518353,0.0634,438,126677,0.3458,9/19/2025
MSKCC,3013721,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,1920-8,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,1,3167172,0,1,176513,0.0006,9/22/2025
DFCI,3013721,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,1920-8,LOINC,Measurement,S,8645,unit per liter,[U]/L,UCUM,Unit,S,3557069,3574807,99.5038,219318,220503,99.4626,9/22/2025
JH,3013721,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,1920-8,LOINC,Measurement,S,8645,unit per liter,[U]/L,UCUM,Unit,S,2117522,2198932,96.2977,133188,137845,96.6216,9/19/2025
FH,3013721,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,1920-8,LOINC,Measurement,S,8645,unit per liter,[U]/L,UCUM,Unit,S,1517390,1518353,99.9366,126650,126677,99.9787,9/19/2025
MSKCC,3013721,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,1920-8,LOINC,Measurement,S,8645,unit per liter,[U]/L,UCUM,Unit,S,3167171,3167172,100,176513,176513,100,9/22/2025
DFCI,3013721,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,1920-8,LOINC,Measurement,S,8923,international unit per liter,[iU]/L,UCUM,Unit,S,12791,3574807,0.3578,4624,220503,2.097,9/22/2025
JH,3013721,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,1920-8,LOINC,Measurement,S,8923,international unit per liter,[iU]/L,UCUM,Unit,S,55888,2198932,2.5416,20365,137845,14.7738,9/19/2025
DFCI,3013721,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,1920-8,LOINC,Measurement,S,9254,per liter,/L,UCUM,Unit,S,2,3574807,0.0001,2,220503,0.0009,9/22/2025
DFCI,3013762,Body weight Measured,3141-9,LOINC,Measurement,S,0,(NULL/0),,,,,9,13954237,0.0001,8,320197,0.0025,9/22/2025
JH,3013762,Body weight Measured,3141-9,LOINC,Measurement,S,0,(NULL/0),,,,,4,4,100,4,4,100,9/19/2025
FH,3013762,Body weight Measured,3141-9,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,69,69,100,64,64,100,9/19/2025
DFCI,3013762,Body weight Measured,3141-9,LOINC,Measurement,S,9529,kilogram,kg,UCUM,Unit,S,13954228,13954237,99.9999,320197,320197,100,9/22/2025
FH,3013770,Testosterone [Mass/volume] adjusted for sex hormone binding globulin in Serum or Plasma,21555-8,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,49,16610,0.295,29,6458,0.4491,9/19/2025
FH,3013770,Testosterone [Mass/volume] adjusted for sex hormone binding globulin in Serum or Plasma,21555-8,LOINC,Measurement,S,8842,nanogram per milliliter,ng/mL,UCUM,Unit,S,16561,16610,99.705,6445,6458,99.7987,9/19/2025
JH,3013826,Glucose [Moles/volume] in Serum or Plasma,14749-6,LOINC,Measurement,S,8840,milligram per deciliter,mg/dL,UCUM,Unit,S,240,240,100,107,107,100,9/19/2025
DFCI,3013869,Basophils/100 leukocytes in Blood by Automated count,706-2,LOINC,Measurement,S,0,(NULL/0),,,,,15,3525784,0.0004,14,220087,0.0064,9/22/2025
JH,3013869,Basophils/100 leukocytes in Blood by Automated count,706-2,LOINC,Measurement,S,0,(NULL/0),,,,,661,1703852,0.0388,562,133503,0.421,9/19/2025
FH,3013869,Basophils/100 leukocytes in Blood by Automated count,706-2,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,9,1286179,0.0007,8,116165,0.0069,9/19/2025
DFCI,3013869,Basophils/100 leukocytes in Blood by Automated count,706-2,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,3525769,3525784,99.9996,220085,220087,99.9991,9/22/2025
JH,3013869,Basophils/100 leukocytes in Blood by Automated count,706-2,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,1703191,1703852,99.9612,133491,133503,99.991,9/19/2025
FH,3013869,Basophils/100 leukocytes in Blood by Automated count,706-2,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,1286170,1286179,99.9993,116165,116165,100,9/19/2025
DFCI,3014053,Glucose [Mass/volume] in Blood by Test strip manual,2341-6,LOINC,Measurement,S,0,(NULL/0),,,,,1,75656,0.0013,1,3128,0.032,9/22/2025
DFCI,3014053,Glucose [Mass/volume] in Blood by Test strip manual,2341-6,LOINC,Measurement,S,8840,milligram per deciliter,mg/dL,UCUM,Unit,S,75655,75656,99.9987,3127,3128,99.968,9/22/2025
DFCI,3014094,"Carbon dioxide, total [Moles/volume] in Blood",20565-8,LOINC,Measurement,S,8753,millimole per liter,mmol/L,UCUM,Unit,S,13450,13450,100,1801,1801,100,9/22/2025
FH,3014094,"Carbon dioxide, total [Moles/volume] in Blood",20565-8,LOINC,Measurement,S,9557,milliequivalent per liter,10*-3.eq/L,UCUM,Unit,S,374,374,100,299,299,100,9/19/2025
DFCI,3014576,Chloride [Moles/volume] in Serum or Plasma,2075-0,LOINC,Measurement,S,0,(NULL/0),,,,,6302,4912526,0.1283,1609,234787,0.6853,9/22/2025
JH,3014576,Chloride [Moles/volume] in Serum or Plasma,2075-0,LOINC,Measurement,S,0,(NULL/0),,,,,536,1275307,0.042,445,95930,0.4639,9/19/2025
FH,3014576,Chloride [Moles/volume] in Serum or Plasma,2075-0,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,2150,2288983,0.0939,963,139453,0.6906,9/19/2025
MSKCC,3014576,Chloride [Moles/volume] in Serum or Plasma,2075-0,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,6,9011957,0.0001,4,440241,0.0009,9/22/2025
FH,3014576,Chloride [Moles/volume] in Serum or Plasma,2075-0,LOINC,Measurement,S,8713,gram per deciliter,g/dL,UCUM,Unit,S,1,2288983,0,1,139453,0.0007,9/19/2025
DFCI,3014576,Chloride [Moles/volume] in Serum or Plasma,2075-0,LOINC,Measurement,S,8753,millimole per liter,mmol/L,UCUM,Unit,S,4780198,4912526,97.3063,230130,234787,98.0165,9/22/2025
JH,3014576,Chloride [Moles/volume] in Serum or Plasma,2075-0,LOINC,Measurement,S,8753,millimole per liter,mmol/L,UCUM,Unit,S,1274752,1275307,99.9565,95922,95930,99.9917,9/19/2025
FH,3014576,Chloride [Moles/volume] in Serum or Plasma,2075-0,LOINC,Measurement,S,8753,millimole per liter,mmol/L,UCUM,Unit,S,1171,2288983,0.0512,526,139453,0.3772,9/19/2025
MSKCC,3014576,Chloride [Moles/volume] in Serum or Plasma,2075-0,LOINC,Measurement,S,8753,millimole per liter,mmol/L,UCUM,Unit,S,7,9011957,0.0001,5,440241,0.0011,9/22/2025
FH,3014576,Chloride [Moles/volume] in Serum or Plasma,2075-0,LOINC,Measurement,S,8840,milligram per deciliter,mg/dL,UCUM,Unit,S,2,2288983,0.0001,2,139453,0.0014,9/19/2025
DFCI,3014576,Chloride [Moles/volume] in Serum or Plasma,2075-0,LOINC,Measurement,S,9551,milliequivalent,10*-3.eq,UCUM,Unit,S,1,4912526,0,1,234787,0.0004,9/22/2025
DFCI,3014576,Chloride [Moles/volume] in Serum or Plasma,2075-0,LOINC,Measurement,S,9557,milliequivalent per liter,10*-3.eq/L,UCUM,Unit,S,126025,4912526,2.5654,16069,234787,6.8441,9/22/2025
JH,3014576,Chloride [Moles/volume] in Serum or Plasma,2075-0,LOINC,Measurement,S,9557,milliequivalent per liter,10*-3.eq/L,UCUM,Unit,S,19,1275307,0.0015,8,95930,0.0083,9/19/2025
FH,3014576,Chloride [Moles/volume] in Serum or Plasma,2075-0,LOINC,Measurement,S,9557,milliequivalent per liter,10*-3.eq/L,UCUM,Unit,S,2285659,2288983,99.8548,139397,139453,99.9598,9/19/2025
MSKCC,3014576,Chloride [Moles/volume] in Serum or Plasma,2075-0,LOINC,Measurement,S,9557,milliequivalent per liter,10*-3.eq/L,UCUM,Unit,S,9011944,9011957,99.9999,440241,440241,100,9/22/2025
DFCI,3015182,Erythrocyte distribution width [Entitic volume] by Automated count,21000-5,LOINC,Measurement,S,0,(NULL/0),,,,,21,14472,0.1451,17,3757,0.4525,9/22/2025
DFCI,3015182,Erythrocyte distribution width [Entitic volume] by Automated count,21000-5,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,14269,14472,98.5973,3693,3757,98.2965,9/22/2025
JH,3015182,Erythrocyte distribution width [Entitic volume] by Automated count,21000-5,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,3,24,12.5,3,23,13.0435,9/19/2025
DFCI,3015182,Erythrocyte distribution width [Entitic volume] by Automated count,21000-5,LOINC,Measurement,S,8583,femtoliter,fL,UCUM,Unit,S,182,14472,1.2576,54,3757,1.4373,9/22/2025
JH,3015182,Erythrocyte distribution width [Entitic volume] by Automated count,21000-5,LOINC,Measurement,S,8583,femtoliter,fL,UCUM,Unit,S,21,24,87.5,21,23,91.3043,9/19/2025
DFCI,3015183,Erythrocyte sedimentation rate,30341-2,LOINC,Measurement,S,0,(NULL/0),,,,,27,6813,0.3963,23,3754,0.6127,9/22/2025
MSKCC,3015183,Erythrocyte sedimentation rate,30341-2,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,10199,10199,100,5495,5495,100,9/22/2025
DFCI,3015183,Erythrocyte sedimentation rate,30341-2,LOINC,Measurement,S,8588,millimeter,mm,UCUM,Unit,S,50,6813,0.7339,27,3754,0.7192,9/22/2025
DFCI,3015183,Erythrocyte sedimentation rate,30341-2,LOINC,Measurement,S,8752,millimeter per hour,mm/h,UCUM,Unit,S,6736,6813,98.8698,3715,3754,98.9611,9/22/2025
JH,3015377,Calcium [Moles/volume] in Serum or Plasma,2000-8,LOINC,Measurement,S,8840,milligram per deciliter,mg/dL,UCUM,Unit,S,241,241,100,107,107,100,9/19/2025
DFCI,3015481,Prolactin [Mass/volume] in Serum or Plasma by Immunoassay,20568-2,LOINC,Measurement,S,8842,nanogram per milliliter,ng/mL,UCUM,Unit,S,141,141,100,131,131,100,9/22/2025
JH,3015481,Prolactin [Mass/volume] in Serum or Plasma by Immunoassay,20568-2,LOINC,Measurement,S,8842,nanogram per milliliter,ng/mL,UCUM,Unit,S,11,11,100,11,11,100,9/19/2025
DFCI,3015632,"Carbon dioxide, total [Moles/volume] in Serum or Plasma",2028-9,LOINC,Measurement,S,0,(NULL/0),,,,,6395,4894578,0.1307,1734,234804,0.7385,9/22/2025
JH,3015632,"Carbon dioxide, total [Moles/volume] in Serum or Plasma",2028-9,LOINC,Measurement,S,0,(NULL/0),,,,,102,1745902,0.0058,95,117879,0.0806,9/19/2025
FH,3015632,"Carbon dioxide, total [Moles/volume] in Serum or Plasma",2028-9,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,2127,2288620,0.0929,960,139442,0.6885,9/19/2025
MSKCC,3015632,"Carbon dioxide, total [Moles/volume] in Serum or Plasma",2028-9,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,3,3782603,0.0001,3,189684,0.0016,9/22/2025
DFCI,3015632,"Carbon dioxide, total [Moles/volume] in Serum or Plasma",2028-9,LOINC,Measurement,S,8736,nanomole per liter,nmol/L,UCUM,Unit,S,2,4894578,0,1,234804,0.0004,9/22/2025
DFCI,3015632,"Carbon dioxide, total [Moles/volume] in Serum or Plasma",2028-9,LOINC,Measurement,S,8753,millimole per liter,mmol/L,UCUM,Unit,S,4749340,4894578,97.0327,229909,234804,97.9153,9/22/2025
JH,3015632,"Carbon dioxide, total [Moles/volume] in Serum or Plasma",2028-9,LOINC,Measurement,S,8753,millimole per liter,mmol/L,UCUM,Unit,S,1562380,1745902,89.4884,104139,117879,88.344,9/19/2025
FH,3015632,"Carbon dioxide, total [Moles/volume] in Serum or Plasma",2028-9,LOINC,Measurement,S,8753,millimole per liter,mmol/L,UCUM,Unit,S,1027,2288620,0.0449,461,139442,0.3306,9/19/2025
DFCI,3015632,"Carbon dioxide, total [Moles/volume] in Serum or Plasma",2028-9,LOINC,Measurement,S,8840,milligram per deciliter,mg/dL,UCUM,Unit,S,1,4894578,0,1,234804,0.0004,9/22/2025
DFCI,3015632,"Carbon dioxide, total [Moles/volume] in Serum or Plasma",2028-9,LOINC,Measurement,S,9551,milliequivalent,10*-3.eq,UCUM,Unit,S,1,4894578,0,1,234804,0.0004,9/22/2025
DFCI,3015632,"Carbon dioxide, total [Moles/volume] in Serum or Plasma",2028-9,LOINC,Measurement,S,9557,milliequivalent per liter,10*-3.eq/L,UCUM,Unit,S,138839,4894578,2.8366,18356,234804,7.8176,9/22/2025
JH,3015632,"Carbon dioxide, total [Moles/volume] in Serum or Plasma",2028-9,LOINC,Measurement,S,9557,milliequivalent per liter,10*-3.eq/L,UCUM,Unit,S,183420,1745902,10.5057,26474,117879,22.4586,9/19/2025
FH,3015632,"Carbon dioxide, total [Moles/volume] in Serum or Plasma",2028-9,LOINC,Measurement,S,9557,milliequivalent per liter,10*-3.eq/L,UCUM,Unit,S,2285466,2288620,99.8622,139390,139442,99.9627,9/19/2025
MSKCC,3015632,"Carbon dioxide, total [Moles/volume] in Serum or Plasma",2028-9,LOINC,Measurement,S,9557,milliequivalent per liter,10*-3.eq/L,UCUM,Unit,S,3782600,3782603,99.9999,189684,189684,100,9/22/2025
DFCI,3015916,Alpha-1-Fetoprotein [Units/volume] in Serum or Plasma,19176-7,LOINC,Measurement,S,0,(NULL/0),,,,,99,99,100,87,87,100,9/22/2025
DFCI,3015956,Eosinophils/100 leukocytes in Blood by Manual count,714-6,LOINC,Measurement,S,0,(NULL/0),,,,,45,307972,0.0146,40,46446,0.0861,9/22/2025
JH,3015956,Eosinophils/100 leukocytes in Blood by Manual count,714-6,LOINC,Measurement,S,0,(NULL/0),,,,,101,451570,0.0224,94,40403,0.2327,9/19/2025
DFCI,3015956,Eosinophils/100 leukocytes in Blood by Manual count,714-6,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,307927,307972,99.9854,46414,46446,99.9311,9/22/2025
JH,3015956,Eosinophils/100 leukocytes in Blood by Manual count,714-6,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,451469,451570,99.9776,40398,40403,99.9876,9/19/2025
DFCI,3016436,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma,2532-0,LOINC,Measurement,S,0,(NULL/0),,,,,30,828974,0.0036,22,73157,0.0301,9/22/2025
JH,3016436,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma,2532-0,LOINC,Measurement,S,0,(NULL/0),,,,,65388,178669,36.5973,14025,30993,45.2522,9/19/2025
DFCI,3016436,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma,2532-0,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,3,828974,0.0004,3,73157,0.0041,9/22/2025
DFCI,3016436,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma,2532-0,LOINC,Measurement,S,8645,unit per liter,[U]/L,UCUM,Unit,S,828941,828974,99.996,73150,73157,99.9904,9/22/2025
JH,3016436,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma,2532-0,LOINC,Measurement,S,8645,unit per liter,[U]/L,UCUM,Unit,S,113280,178669,63.4022,20529,30993,66.2375,9/19/2025
JH,3016436,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma,2532-0,LOINC,Measurement,S,8923,international unit per liter,[iU]/L,UCUM,Unit,S,1,178669,0.0006,1,30993,0.0032,9/19/2025
JH,3016670,Alpha-1-Fetoprotein [Multiple of the median] adjusted in Serum or Plasma,23811-3,LOINC,Measurement,S,0,(NULL/0),,,,,69,69,100,67,67,100,9/19/2025
DFCI,3016723,Creatinine [Mass/volume] in Serum or Plasma,2160-0,LOINC,Measurement,S,0,(NULL/0),,,,,4826,5065801,0.0953,1983,236677,0.8379,9/22/2025
JH,3016723,Creatinine [Mass/volume] in Serum or Plasma,2160-0,LOINC,Measurement,S,0,(NULL/0),,,,,484,2938289,0.0165,441,147476,0.299,9/19/2025
FH,3016723,Creatinine [Mass/volume] in Serum or Plasma,2160-0,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,2339,2307105,0.1014,1003,139833,0.7173,9/19/2025
MSKCC,3016723,Creatinine [Mass/volume] in Serum or Plasma,2160-0,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,4840998,10295868,47.0188,281155,473467,59.3822,9/22/2025
FH,3016723,Creatinine [Mass/volume] in Serum or Plasma,2160-0,LOINC,Measurement,S,8645,unit per liter,[U]/L,UCUM,Unit,S,1,2307105,0,1,139833,0.0007,9/19/2025
DFCI,3016723,Creatinine [Mass/volume] in Serum or Plasma,2160-0,LOINC,Measurement,S,8749,micromole per liter,umol/L,UCUM,Unit,S,1,5065801,0,1,236677,0.0004,9/22/2025
DFCI,3016723,Creatinine [Mass/volume] in Serum or Plasma,2160-0,LOINC,Measurement,S,8751,milligram per liter,mg/L,UCUM,Unit,S,1,5065801,0,1,236677,0.0004,9/22/2025
DFCI,3016723,Creatinine [Mass/volume] in Serum or Plasma,2160-0,LOINC,Measurement,S,8753,millimole per liter,mmol/L,UCUM,Unit,S,1,5065801,0,1,236677,0.0004,9/22/2025
DFCI,3016723,Creatinine [Mass/volume] in Serum or Plasma,2160-0,LOINC,Measurement,S,8840,milligram per deciliter,mg/dL,UCUM,Unit,S,5060972,5065801,99.9047,236449,236677,99.9037,9/22/2025
JH,3016723,Creatinine [Mass/volume] in Serum or Plasma,2160-0,LOINC,Measurement,S,8840,milligram per deciliter,mg/dL,UCUM,Unit,S,2937805,2938289,99.9835,147475,147476,99.9993,9/19/2025
FH,3016723,Creatinine [Mass/volume] in Serum or Plasma,2160-0,LOINC,Measurement,S,8840,milligram per deciliter,mg/dL,UCUM,Unit,S,2304763,2307105,99.8985,139795,139833,99.9728,9/19/2025
MSKCC,3016723,Creatinine [Mass/volume] in Serum or Plasma,2160-0,LOINC,Measurement,S,8840,milligram per deciliter,mg/dL,UCUM,Unit,S,5454870,10295868,52.9812,257137,473467,54.3094,9/22/2025
FH,3016723,Creatinine [Mass/volume] in Serum or Plasma,2160-0,LOINC,Measurement,S,9557,milliequivalent per liter,10*-3.eq/L,UCUM,Unit,S,2,2307105,0.0001,2,139833,0.0014,9/19/2025
DFCI,3017044,Thyrotropin receptor Ab [Units/volume] in Serum,5385-0,LOINC,Measurement,S,8738,percent inhibition,%{inhibition},UCUM,Unit,S,11,33,33.3333,11,27,40.7407,9/22/2025
DFCI,3017044,Thyrotropin receptor Ab [Units/volume] in Serum,5385-0,LOINC,Measurement,S,8923,international unit per liter,[iU]/L,UCUM,Unit,S,22,33,66.6667,16,27,59.2593,9/22/2025
JH,3017044,Thyrotropin receptor Ab [Units/volume] in Serum,5385-0,LOINC,Measurement,S,8923,international unit per liter,[iU]/L,UCUM,Unit,S,10,10,100,10,10,100,9/19/2025
DFCI,3017501,Neutrophils [#/volume] in Blood by Manual count,753-4,LOINC,Measurement,S,0,(NULL/0),,,,,1,289643,0.0003,1,45349,0.0022,9/22/2025
JH,3017501,Neutrophils [#/volume] in Blood by Manual count,753-4,LOINC,Measurement,S,0,(NULL/0),,,,,1,12,8.3333,1,12,8.3333,9/19/2025
