SITE_ID,MEASUREMENT_CONCEPT_ID,MEASUREMENT_CONCEPT_NAME,MEASUREMENT_CONCEPT_CODE,MEASUREMENT_VOCABULARY_ID,MEASUREMENT_DOMAIN_ID,MEASUREMENT_STANDARD_CONCEPT,UNIT_CONCEPT_ID,UNIT_CONCEPT_NAME,UNIT_CONCEPT_CODE,UNIT_VOCABULARY_ID,UNIT_DOMAIN_ID,UNIT_STANDARD_CONCEPT,RECORD_COUNT,MEASUREMENT_RECORD_TOTAL,PCT_RECORD_WITHIN_MEASUREMENT,PERSON_COUNT,MEASUREMENT_PERSON_TOTAL,PCT_PERSON_WITHIN_MEASUREMENT,Date Unit Query Run
DFCI,3009744,MCHC [Mass/volume] by Automated count,786-4,LOINC,Measurement,S,0,(NULL/0),,,,,19489,5083578,0.3834,13481,230725,5.8429,12/19/2025
JHU,3009744,MCHC [Entitic Mass/volume] in Red Blood Cells by Automated count,786-4,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,1384,2926409,0.0473,960,152715,0.6286,12/16/2025
DFCI,3009744,MCHC [Mass/volume] by Automated count,786-4,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,1360,5083578,0.0268,888,230725,0.3849,12/19/2025
DFCI,3009744,MCHC [Mass/volume] by Automated count,786-4,LOINC,Measurement,S,8564,picogram,pg,UCUM,Unit,S,1,5083578,0,1,230725,0.0004,12/19/2025
DFCI,3009744,MCHC [Mass/volume] by Automated count,786-4,LOINC,Measurement,S,8713,gram per deciliter,g/dL,UCUM,Unit,S,5062728,5083578,99.5899,230165,230725,99.7573,12/19/2025
JHU,3009744,MCHC [Entitic Mass/volume] in Red Blood Cells by Automated count,786-4,LOINC,Measurement,S,8713,gram per deciliter,g/dL,UCUM,Unit,S,2925025,2926409,99.9527,152712,152715,99.998,12/16/2025
MSK,3009744,MCHC [Mass/volume] by Automated count,786-4,LOINC,Measurement,S,8713,gram per deciliter,g/dL,UCUM,Unit,S,4532650,4532650,100,204774,204774,100,2/12/2026
DFCI,3009797,Basophils/100 leukocytes in Blood by Manual count,707-0,LOINC,Measurement,S,0,(NULL/0),,,,,66,279202,0.0236,61,42712,0.1428,12/19/2025
JHU,3009797,Basophils/Leukocytes in Blood by Manual count,707-0,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,108,467915,0.0231,101,42047,0.2402,12/16/2025
DFCI,3009797,Basophils/100 leukocytes in Blood by Manual count,707-0,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,279136,279202,99.9764,42681,42712,99.9274,12/19/2025
JHU,3009797,Basophils/Leukocytes in Blood by Manual count,707-0,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,467807,467915,99.9769,42043,42047,99.9905,12/16/2025
DFCI,3009894,Triiodothyronine (T3)/Triiodothyronine (T3) uptake index [Ratio] in Serum or Plasma,3055-1,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,21,21,100,20,20,100,12/19/2025
DFCI,3009932,Eosinophils [#/volume] in Blood by Manual count,712-0,LOINC,Measurement,S,0,(NULL/0),,,,,22,292178,0.0075,22,44813,0.0491,12/19/2025
JHU,3009932,Eosinophils [#/volume] in Blood by Manual count,712-0,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,1,10,10,1,10,10,12/16/2025
DFCI,3009932,Eosinophils [#/volume] in Blood by Manual count,712-0,LOINC,Measurement,S,8848,thousand per microliter,10*3/uL,UCUM,Unit,S,288660,292178,98.7959,43787,44813,97.7105,12/19/2025
JHU,3009932,Eosinophils [#/volume] in Blood by Manual count,712-0,LOINC,Measurement,S,8848,thousand per microliter,10*3/uL,UCUM,Unit,S,9,10,90,9,10,90,12/16/2025
DFCI,3009932,Eosinophils [#/volume] in Blood by Manual count,712-0,LOINC,Measurement,S,8961,thousand per cubic millimeter,10*3/mm3,UCUM,Unit,S,3496,292178,1.1965,1120,44813,2.4993,12/19/2025
DFCI,3010140,"Carbon dioxide, total [Moles/volume] in Venous blood",2027-1,LOINC,Measurement,S,0,(NULL/0),,,,,1453,58363,2.4896,1199,15184,7.8965,12/19/2025
DFCI,3010140,"Carbon dioxide, total [Moles/volume] in Venous blood",2027-1,LOINC,Measurement,S,8753,millimole per liter,mmol/L,UCUM,Unit,S,56910,58363,97.5104,15061,15184,99.1899,12/19/2025
DFCI,3010156,C reactive protein [Mass/volume] in Serum or Plasma by High sensitivity method,30522-7,LOINC,Measurement,S,0,(NULL/0),,,,,6133,155752,3.9377,3679,41197,8.9303,12/19/2025
JHU,3010156,C reactive protein [Mass/volume] in Serum or Plasma by High sensitivity method,30522-7,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,114,5711,1.9961,102,4442,2.2963,12/16/2025
DFCI,3010156,C reactive protein [Mass/volume] in Serum or Plasma by High sensitivity method,30522-7,LOINC,Measurement,S,8751,milligram per liter,mg/L,UCUM,Unit,S,149534,155752,96.0078,40069,41197,97.2619,12/19/2025
JHU,3010156,C reactive protein [Mass/volume] in Serum or Plasma by High sensitivity method,30522-7,LOINC,Measurement,S,8751,milligram per liter,mg/L,UCUM,Unit,S,5597,5711,98.0039,4352,4442,97.9739,12/16/2025
DFCI,3010156,C reactive protein [Mass/volume] in Serum or Plasma by High sensitivity method,30522-7,LOINC,Measurement,S,8840,milligram per deciliter,mg/dL,UCUM,Unit,S,85,155752,0.0546,67,41197,0.1626,12/19/2025
MSK,3010156,C reactive protein [Mass/volume] in Serum or Plasma by High sensitivity method,30522-7,LOINC,Measurement,S,8840,milligram per deciliter,mg/dL,UCUM,Unit,S,18666,18666,100,6591,6591,100,2/12/2026
DFCI,3010340,Triiodothyronine (T3) [Mass/volume] in Serum or Plasma,3053-6,LOINC,Measurement,S,0,(NULL/0),,,,,446,56920,0.7836,368,16300,2.2577,12/19/2025
JHU,3010340,Triiodothyronine (T3) [Mass/volume] in Serum or Plasma,3053-6,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,1,26510,0.0038,1,12282,0.0081,12/16/2025
DFCI,3010340,Triiodothyronine (T3) [Mass/volume] in Serum or Plasma,3053-6,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,2,56920,0.0035,2,16300,0.0123,12/19/2025
DFCI,3010340,Triiodothyronine (T3) [Mass/volume] in Serum or Plasma,3053-6,LOINC,Measurement,S,8817,nanogram per deciliter,ng/dL,UCUM,Unit,S,32905,56920,57.8092,12644,16300,77.5706,12/19/2025
JHU,3010340,Triiodothyronine (T3) [Mass/volume] in Serum or Plasma,3053-6,LOINC,Measurement,S,8817,nanogram per deciliter,ng/dL,UCUM,Unit,S,2345,26510,8.8457,1249,12282,10.1694,12/16/2025
DFCI,3010340,Triiodothyronine (T3) [Mass/volume] in Serum or Plasma,3053-6,LOINC,Measurement,S,8820,picogram per deciliter,pg/dL,UCUM,Unit,S,12,56920,0.0211,6,16300,0.0368,12/19/2025
DFCI,3010340,Triiodothyronine (T3) [Mass/volume] in Serum or Plasma,3053-6,LOINC,Measurement,S,8842,nanogram per milliliter,ng/mL,UCUM,Unit,S,305,56920,0.5358,218,16300,1.3374,12/19/2025
JHU,3010340,Triiodothyronine (T3) [Mass/volume] in Serum or Plasma,3053-6,LOINC,Measurement,S,8842,nanogram per milliliter,ng/mL,UCUM,Unit,S,24164,26510,91.1505,11434,12282,93.0956,12/16/2025
DFCI,3010340,Triiodothyronine (T3) [Mass/volume] in Serum or Plasma,3053-6,LOINC,Measurement,S,8845,picogram per milliliter,pg/mL,UCUM,Unit,S,23250,56920,40.8468,5284,16300,32.4172,12/19/2025
DFCI,3010457,Eosinophils/100 leukocytes in Blood by Automated count,713-8,LOINC,Measurement,S,0,(NULL/0),,,,,248520,3563501,6.974,38891,204292,19.037,12/19/2025
JHU,3010457,Eosinophils/Leukocytes in Blood by Automated count,713-8,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,837,1780684,0.047,749,138587,0.5405,12/16/2025
DFCI,3010457,Eosinophils/100 leukocytes in Blood by Automated count,713-8,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,3314981,3563501,93.026,200685,204292,98.2344,12/19/2025
JHU,3010457,Eosinophils/Leukocytes in Blood by Automated count,713-8,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,1779847,1780684,99.953,138566,138587,99.9848,12/16/2025
DFCI,3010813,Leukocytes [#/volume] in Blood,26464-8,LOINC,Measurement,S,0,(NULL/0),,,,,2,177,1.1299,2,58,3.4483,12/19/2025
DFCI,3010813,Leukocytes [#/volume] in Blood,26464-8,LOINC,Measurement,S,8848,thousand per microliter,10*3/uL,UCUM,Unit,S,175,177,98.8701,56,58,96.5517,12/19/2025
MSK,3010813,Leukocytes [#/volume] in Blood,26464-8,LOINC,Measurement,S,8848,thousand per microliter,10*3/uL,UCUM,Unit,S,31936,31936,100,7424,7424,100,2/12/2026
DFCI,3011367,Oxygen saturation Calculated from oxygen partial pressure in Blood,2713-6,LOINC,Measurement,S,0,(NULL/0),,,,,1830,189636,0.965,1472,22242,6.6181,12/19/2025
JHU,3011367,Oxygen saturation Calculated from oxygen partial pressure in Blood,2713-6,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,23,130697,0.0176,23,14896,0.1544,12/16/2025
DFCI,3011367,Oxygen saturation Calculated from oxygen partial pressure in Blood,2713-6,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,187806,189636,99.035,22142,22242,99.5504,12/19/2025
JHU,3011367,Oxygen saturation Calculated from oxygen partial pressure in Blood,2713-6,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,130674,130697,99.9824,14894,14896,99.9866,12/16/2025
DFCI,3011617,Mitochondria Ab [Units/volume] in Serum,8077-0,LOINC,Measurement,S,0,(NULL/0),,,,,53,61,86.8852,51,58,87.931,12/19/2025
DFCI,3011617,Mitochondria Ab [Units/volume] in Serum,8077-0,LOINC,Measurement,S,8510,unit,[U],UCUM,Unit,S,8,61,13.1148,7,58,12.069,12/19/2025
JHU,3011742,Histone IgG Ab [Units/volume] in Serum by Immunoassay,29996-6,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,9,9,100,9,9,100,12/16/2025
DFCI,3011948,Monocytes/100 leukocytes in Blood by Automated count,5905-5,LOINC,Measurement,S,0,(NULL/0),,,,,518,212601,0.2436,385,30468,1.2636,12/19/2025
JHU,3011948,Monocytes/Leukocytes in Blood by Automated count,5905-5,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,840,1780699,0.0472,751,138588,0.5419,12/16/2025
MSK,3011948,Monocytes/100 leukocytes in Blood by Automated count,5905-5,LOINC,Measurement,S,0,(NULL/0),NA,NA,NA,NA,1,2772070,0,1,164868,0.0006000000285,2/12/2026
DFCI,3011948,Monocytes/100 leukocytes in Blood by Automated count,5905-5,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,212083,212601,99.7564,30230,30468,99.2189,12/19/2025
JHU,3011948,Monocytes/Leukocytes in Blood by Automated count,5905-5,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,1779859,1780699,99.9528,138567,138588,99.9848,12/16/2025
MSK,3011948,Monocytes/100 leukocytes in Blood by Automated count,5905-5,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,2772069,2772070,100,164868,164868,100,2/12/2026
DFCI,3012030,MCH [Entitic mass] by Automated count,785-6,LOINC,Measurement,S,0,(NULL/0),,,,,19344,5075116,0.3812,13434,230725,5.8225,12/19/2025
JHU,3012030,MCH [Entitic mass] by Automated count,785-6,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,1379,2926499,0.0471,958,152715,0.6273,12/16/2025
DFCI,3012030,MCH [Entitic mass] by Automated count,785-6,LOINC,Measurement,S,8564,picogram,pg,UCUM,Unit,S,5055746,5075116,99.6183,230606,230725,99.9484,12/19/2025
JHU,3012030,MCH [Entitic mass] by Automated count,785-6,LOINC,Measurement,S,8564,picogram,pg,UCUM,Unit,S,2925120,2926499,99.9529,152712,152715,99.998,12/16/2025
MSK,3012030,MCH [Entitic mass] by Automated count,785-6,LOINC,Measurement,S,8564,picogram,pg,UCUM,Unit,S,4532654,4532654,100,204774,204774,100,2/12/2026
DFCI,3012030,MCH [Entitic mass] by Automated count,785-6,LOINC,Measurement,S,8704,picogram per cell,pg/{cell},UCUM,Unit,S,24,5075116,0.0005,20,230725,0.0087,12/19/2025
DFCI,3012030,MCH [Entitic mass] by Automated count,785-6,LOINC,Measurement,S,8713,gram per deciliter,g/dL,UCUM,Unit,S,2,5075116,0,2,230725,0.0009,12/19/2025
DFCI,3012718,DNA double strand Ab [Presence] in Serum,31348-6,LOINC,Measurement,S,0,(NULL/0),,,,,193,193,100,149,149,100,12/19/2025
JHU,3012718,DNA double strand Ab [Presence] in Serum,31348-6,LOINC,Measurement,S,8876,millimeter mercury column,mm[Hg],UCUM,Unit,S,35,35,100,20,20,100,12/16/2025
DFCI,3012888,Diastolic blood pressure,8462-4,LOINC,Measurement,S,8876,millimeter mercury column,mm[Hg],UCUM,Unit,S,33668578,33668578,100,305094,305094,100,12/19/2025
JHU,3012888,Diastolic blood pressure,8462-4,LOINC,Measurement,S,8876,millimeter mercury column,mm[Hg],UCUM,Unit,S,13702599,13702599,100,143780,143780,100,12/16/2025
MSK,3012888,Diastolic blood pressure,8462-4,LOINC,Measurement,S,8876,millimeter mercury column,mm[Hg],UCUM,Unit,S,19163380,19163380,100,301665,301665,100,2/12/2026
DFCI,3013023,Jo-1 extractable nuclear Ab [Presence] in Serum,8076-2,LOINC,Measurement,S,0,(NULL/0),,,,,414,414,100,370,370,100,12/19/2025
JHU,3013023,Jo-1 extractable nuclear Ab [Presence] in Serum,8076-2,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,16,16,100,16,16,100,12/16/2025
DFCI,3013115,Eosinophils [#/volume] in Blood,26449-9,LOINC,Measurement,S,0,(NULL/0),,,,,250509,3465787,7.2281,39230,202293,19.3927,12/19/2025
DFCI,3013115,Eosinophils [#/volume] in Blood,26449-9,LOINC,Measurement,S,8784,cells per microliter,{cells}/uL,UCUM,Unit,S,8514,3465787,0.2457,2100,202293,1.0381,12/19/2025
DFCI,3013115,Eosinophils [#/volume] in Blood,26449-9,LOINC,Measurement,S,8848,thousand per microliter,10*3/uL,UCUM,Unit,S,3200916,3465787,92.3576,197971,202293,97.8635,12/19/2025
DFCI,3013115,Eosinophils [#/volume] in Blood,26449-9,LOINC,Measurement,S,8961,thousand per cubic millimeter,10*3/mm3,UCUM,Unit,S,5848,3465787,0.1687,2255,202293,1.1147,12/19/2025
DFCI,3013176,aPTT normal/actual in Platelet poor plasma by Coagulation assay,5899-0,LOINC,Measurement,S,0,(NULL/0),,,,,1,1,100,1,1,100,12/19/2025
JHU,3013176,aPTT normal/actual in Platelet poor plasma by Coagulation assay,5899-0,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,237892,237892,100,38200,38200,100,12/16/2025
DFCI,3013273,Insulin-like growth factor-I [Mass/volume] in Serum or Plasma,2484-4,LOINC,Measurement,S,0,(NULL/0),,,,,57,5725,0.9956,52,3067,1.6955,12/19/2025
JHU,3013273,Insulin-like growth factor-I [Mass/volume] in Serum or Plasma,2484-4,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,2,2039,0.0981,2,1195,0.1674,12/16/2025
DFCI,3013273,Insulin-like growth factor-I [Mass/volume] in Serum or Plasma,2484-4,LOINC,Measurement,S,8842,nanogram per milliliter,ng/mL,UCUM,Unit,S,5668,5725,99.0044,3048,3067,99.3805,12/19/2025
JHU,3013273,Insulin-like growth factor-I [Mass/volume] in Serum or Plasma,2484-4,LOINC,Measurement,S,8842,nanogram per milliliter,ng/mL,UCUM,Unit,S,2037,2039,99.9019,1194,1195,99.9163,12/16/2025
DFCI,3013290,Carbon dioxide [Partial pressure] in Blood,11557-6,LOINC,Measurement,S,0,(NULL/0),,,,,28,3266,0.8573,26,863,3.0127,12/19/2025
JHU,3013290,Carbon dioxide [Partial pressure] in Blood,11557-6,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,671,671,100,43,43,100,12/16/2025
DFCI,3013290,Carbon dioxide [Partial pressure] in Blood,11557-6,LOINC,Measurement,S,8876,millimeter mercury column,mm[Hg],UCUM,Unit,S,3238,3266,99.1427,854,863,98.9571,12/19/2025
DFCI,3013429,Basophils [#/volume] in Blood by Automated count,704-7,LOINC,Measurement,S,0,(NULL/0),,,,,614,213865,0.2871,442,28162,1.5695,12/19/2025
JHU,3013429,Basophils [#/volume] in Blood by Automated count,704-7,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,167,70148,0.2381,161,25760,0.625,12/16/2025
DFCI,3013429,Basophils [#/volume] in Blood by Automated count,704-7,LOINC,Measurement,S,8784,cells per microliter,{cells}/uL,UCUM,Unit,S,8622,213865,4.0315,2161,28162,7.6735,12/19/2025
JHU,3013429,Basophils [#/volume] in Blood by Automated count,704-7,LOINC,Measurement,S,8784,cells per microliter,{cells}/uL,UCUM,Unit,S,20610,70148,29.3807,8432,25760,32.7329,12/16/2025
DFCI,3013429,Basophils [#/volume] in Blood by Automated count,704-7,LOINC,Measurement,S,8848,thousand per microliter,10*3/uL,UCUM,Unit,S,196146,213865,91.7149,25014,28162,88.8218,12/19/2025
JHU,3013429,Basophils [#/volume] in Blood by Automated count,704-7,LOINC,Measurement,S,8848,thousand per microliter,10*3/uL,UCUM,Unit,S,49367,70148,70.3755,18445,25760,71.6033,12/16/2025
DFCI,3013429,Basophils [#/volume] in Blood by Automated count,704-7,LOINC,Measurement,S,8961,thousand per cubic millimeter,10*3/mm3,UCUM,Unit,S,8483,213865,3.9665,2967,28162,10.5355,12/19/2025
JHU,3013429,Basophils [#/volume] in Blood by Automated count,704-7,LOINC,Measurement,S,8961,thousand per cubic millimeter,10*3/mm3,UCUM,Unit,S,3,70148,0.0043,1,25760,0.0039,12/16/2025
JHU,3013429,Basophils [#/volume] in Blood by Automated count,704-7,LOINC,Measurement,S,9444,billion per liter,10*9/L,UCUM,Unit,S,1,70148,0.0014,1,25760,0.0039,12/16/2025
DFCI,3013466,aPTT in Blood by Coagulation assay,3173-2,LOINC,Measurement,S,0,(NULL/0),,,,,17400,634677,2.7416,9864,89700,10.9967,12/19/2025
JHU,3013466,aPTT in Blood by Coagulation assay,3173-2,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,284,492821,0.0576,257,74171,0.3465,12/16/2025
DFCI,3013466,aPTT in Blood by Coagulation assay,3173-2,LOINC,Measurement,S,8555,second,s,UCUM,Unit,S,617277,634677,97.2584,89483,89700,99.7581,12/19/2025
JHU,3013466,aPTT in Blood by Coagulation assay,3173-2,LOINC,Measurement,S,8555,second,s,UCUM,Unit,S,492537,492821,99.9424,74164,74171,99.9906,12/16/2025
DFCI,3013502,Oxygen saturation in Blood,20564-1,LOINC,Measurement,S,8554,percent,%,UCUM,Unit,S,242,242,100,103,103,100,12/19/2025
DFCI,3013603,Prostate specific Ag [Mass/volume] in Serum or Plasma,2857-1,LOINC,Measurement,S,0,(NULL/0),,,,,17097,93410,18.3032,7371,25285,29.1517,12/19/2025
JHU,3013603,Prostate specific Ag [Mass/volume] in Serum or Plasma,2857-1,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,343,103336,0.3319,274,25737,1.0646,12/16/2025
DFCI,3013603,Prostate specific Ag [Mass/volume] in Serum or Plasma,2857-1,LOINC,Measurement,S,8842,nanogram per milliliter,ng/mL,UCUM,Unit,S,76313,93410,81.6968,22749,25285,89.9703,12/19/2025
JHU,3013603,Prostate specific Ag [Mass/volume] in Serum or Plasma,2857-1,LOINC,Measurement,S,8842,nanogram per milliliter,ng/mL,UCUM,Unit,S,102993,103336,99.6681,25736,25737,99.9961,12/16/2025
MSK,3013603,Prostate specific Ag [Mass/volume] in Serum or Plasma,2857-1,LOINC,Measurement,S,8842,nanogram per milliliter,ng/mL,UCUM,Unit,S,383532,383532,100,42837,42837,100,2/12/2026
DFCI,3013650,Neutrophils [#/volume] in Blood by Automated count,751-8,LOINC,Measurement,S,0,(NULL/0),,,,,678,221639,0.3059,417,26450,1.5766,12/19/2025
JHU,3013650,Neutrophils [#/volume] in Blood by Automated count,751-8,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,794,2248947,0.0353,685,141677,0.4835,12/16/2025
MSK,3013650,Neutrophils [#/volume] in Blood by Automated count,751-8,LOINC,Measurement,S,0,(NULL/0),NA,NA,NA,NA,64,3107328,0.002099999925,51,170951,0.02979999967,2/12/2026
DFCI,3013650,Neutrophils [#/volume] in Blood by Automated count,751-8,LOINC,Measurement,S,8784,cells per microliter,{cells}/uL,UCUM,Unit,S,8663,221639,3.9086,2186,26450,8.2647,12/19/2025
JHU,3013650,Neutrophils [#/volume] in Blood by Automated count,751-8,LOINC,Measurement,S,8784,cells per microliter,{cells}/uL,UCUM,Unit,S,20610,2248947,0.9164,8432,141677,5.9516,12/16/2025
DFCI,3013650,Neutrophils [#/volume] in Blood by Automated count,751-8,LOINC,Measurement,S,8848,thousand per microliter,10*3/uL,UCUM,Unit,S,203659,221639,91.8877,23317,26450,88.155,12/19/2025
JHU,3013650,Neutrophils [#/volume] in Blood by Automated count,751-8,LOINC,Measurement,S,8848,thousand per microliter,10*3/uL,UCUM,Unit,S,2227539,2248947,99.0481,139835,141677,98.6999,12/16/2025
MSK,3013650,Neutrophils [#/volume] in Blood by Automated count,751-8,LOINC,Measurement,S,8848,thousand per microliter,10*3/uL,UCUM,Unit,S,3107264,3107328,99.99790192,170948,170951,99.99819946,2/12/2026
DFCI,3013650,Neutrophils [#/volume] in Blood by Automated count,751-8,LOINC,Measurement,S,8961,thousand per cubic millimeter,10*3/mm3,UCUM,Unit,S,8600,221639,3.8802,2930,26450,11.0775,12/19/2025
JHU,3013650,Neutrophils [#/volume] in Blood by Automated count,751-8,LOINC,Measurement,S,8961,thousand per cubic millimeter,10*3/mm3,UCUM,Unit,S,3,2248947,0.0001,1,141677,0.0007,12/16/2025
JHU,3013650,Neutrophils [#/volume] in Blood by Automated count,751-8,LOINC,Measurement,S,9444,billion per liter,10*9/L,UCUM,Unit,S,1,2248947,0,1,141677,0.0007,12/16/2025
DFCI,3013650,Neutrophils [#/volume] in Blood by Automated count,751-8,LOINC,Measurement,S,9665,microliter,uL,UCUM,Unit,S,39,221639,0.0176,35,26450,0.1323,12/19/2025
DFCI,3013682,Urea nitrogen [Mass/volume] in Serum or Plasma,3094-0,LOINC,Measurement,S,0,(NULL/0),,,,,29185,5102737,0.5719,14211,225669,6.2973,12/19/2025
JHU,3013682,Urea nitrogen [Mass/volume] in Serum or Plasma,3094-0,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,492,1396270,0.0352,451,101799,0.443,12/16/2025
DFCI,3013682,Urea nitrogen [Mass/volume] in Serum or Plasma,3094-0,LOINC,Measurement,S,8596,calculated,{calc},UCUM,Unit,S,1,5102737,0,1,225669,0.0004,12/19/2025
DFCI,3013682,Urea nitrogen [Mass/volume] in Serum or Plasma,3094-0,LOINC,Measurement,S,8753,millimole per liter,mmol/L,UCUM,Unit,S,4,5102737,0.0001,4,225669,0.0018,12/19/2025
DFCI,3013682,Urea nitrogen [Mass/volume] in Serum or Plasma,3094-0,LOINC,Measurement,S,8817,nanogram per deciliter,ng/dL,UCUM,Unit,S,2,5102737,0,2,225669,0.0009,12/19/2025
DFCI,3013682,Urea nitrogen [Mass/volume] in Serum or Plasma,3094-0,LOINC,Measurement,S,8840,milligram per deciliter,mg/dL,UCUM,Unit,S,5073543,5102737,99.4279,225492,225669,99.9216,12/19/2025
JHU,3013682,Urea nitrogen [Mass/volume] in Serum or Plasma,3094-0,LOINC,Measurement,S,8840,milligram per deciliter,mg/dL,UCUM,Unit,S,1395778,1396270,99.9648,101791,101799,99.9921,12/16/2025
MSK,3013682,Urea nitrogen [Mass/volume] in Serum or Plasma,3094-0,LOINC,Measurement,S,8840,milligram per deciliter,mg/dL,UCUM,Unit,S,4275247,4275247,100,209504,209504,100,2/12/2026
DFCI,3013682,Urea nitrogen [Mass/volume] in Serum or Plasma,3094-0,LOINC,Measurement,S,9557,milliequivalent per liter,10*-3.eq/L,UCUM,Unit,S,2,5102737,0,2,225669,0.0009,12/19/2025
DFCI,3013707,Erythrocyte sedimentation rate by Westergren method,4537-7,LOINC,Measurement,S,0,(NULL/0),,,,,5891,175348,3.3596,4187,61035,6.86,12/19/2025
JHU,3013707,Erythrocyte sedimentation rate [Velocity] in Red Blood Cells by Westergren method,4537-7,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,3,42715,0.007,3,20322,0.0148,12/16/2025
DFCI,3013707,Erythrocyte sedimentation rate by Westergren method,4537-7,LOINC,Measurement,S,8588,millimeter,mm,UCUM,Unit,S,63,175348,0.0359,62,61035,0.1016,12/19/2025
DFCI,3013707,Erythrocyte sedimentation rate by Westergren method,4537-7,LOINC,Measurement,S,8752,millimeter per hour,mm/h,UCUM,Unit,S,169394,175348,96.6045,60139,61035,98.532,12/19/2025
JHU,3013707,Erythrocyte sedimentation rate [Velocity] in Red Blood Cells by Westergren method,4537-7,LOINC,Measurement,S,8752,millimeter per hour,mm/h,UCUM,Unit,S,42712,42715,99.993,20322,20322,100,12/16/2025
DFCI,3013721,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,1920-8,LOINC,Measurement,S,0,(NULL/0),,,,,40883,3771991,1.0839,21624,211666,10.2161,12/19/2025
JHU,3013721,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,1920-8,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,27912,2295630,1.2159,14079,143039,9.8428,12/16/2025
DFCI,3013721,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,1920-8,LOINC,Measurement,S,8645,unit per liter,[U]/L,UCUM,Unit,S,3719487,3771991,98.6081,210470,211666,99.435,12/19/2025
JHU,3013721,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,1920-8,LOINC,Measurement,S,8645,unit per liter,[U]/L,UCUM,Unit,S,2208018,2295630,96.1835,138122,143039,96.5625,12/16/2025
MSK,3013721,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,1920-8,LOINC,Measurement,S,8645,unit per liter,[U]/L,UCUM,Unit,S,3480323,3480323,100,190223,190223,100,2/12/2026
DFCI,3013721,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,1920-8,LOINC,Measurement,S,8725,nanogram per liter,ng/L,UCUM,Unit,S,1,3771991,0,1,211666,0.0005,12/19/2025
DFCI,3013721,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,1920-8,LOINC,Measurement,S,8923,international unit per liter,[iU]/L,UCUM,Unit,S,11618,3771991,0.308,4246,211666,2.006,12/19/2025
JHU,3013721,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,1920-8,LOINC,Measurement,S,8923,international unit per liter,[iU]/L,UCUM,Unit,S,59700,2295630,2.6006,21540,143039,15.0588,12/16/2025
DFCI,3013721,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,1920-8,LOINC,Measurement,S,9254,per liter,/L,UCUM,Unit,S,2,3771991,0.0001,2,211666,0.0009,12/19/2025
DFCI,3013762,Body weight Measured,3141-9,LOINC,Measurement,S,0,(NULL/0),,,,,9,13822343,0.0001,8,304448,0.0026,12/19/2025
JHU,3013762,Body weight Measured,3141-9,LOINC,Measurement,S,0,(NULL/0),null,null,null,null,5,5,100,5,5,100,12/16/2025
DFCI,3013762,Body weight Measured,3141-9,LOINC,Measurement,S,9529,kilogram,kg,UCUM,Unit,S,13822334,13822343,99.9999,304448,304448,100,12/19/2025
