ancestor_concept_id	descendant_concept_id	min_levels_of_separation	max_levels_of_separation
1344905	21151352	3	3
1344905	41390408	2	3
1344905	41390417	3	4
1397599	36052939	3	4
1397599	41173059	1	1
1344905	43161224	2	2
1397599	41316057	3	4
1344905	41390410	2	3
1344905	43139082	1	1
1344905	2026394	3	4
1344905	43595746	3	4
1344905	35145641	2	2
1344905	2026396	3	4
1344905	41390481	2	3
1397599	36280659	2	3
1344905	41354232	3	4
1344905	2028349	3	4
1397599	35784725	3	5
1344905	21058617	3	3
1344905	43734353	2	2
1344905	41390419	3	4
1344905	42919635	2	3
1344905	43757659	3	4
1344905	41375449	3	4
1397599	40899392	3	4
1397599	587752	1	2
1344905	35784805	3	4
1344905	43142537	3	4
1397599	35784031	3	5
1344905	43766969	2	2
1344905	43648007	2	2
1397599	43765884	2	3
1344905	43862680	3	3
1397599	40899391	3	3
1344905	2009696	3	4
1344905	41355962	3	5
1344905	42919700	2	3
1344905	43648005	2	2
1344905	41353135	3	4
1344905	43827799	2	2
1397599	21157659	3	5
1344905	43164698	2	2
1344905	35780141	3	3
1344905	587762	3	3
1344905	43773145	3	3
1344905	40709233	2	3
1344905	35156939	3	4
1344905	43276994	1	1
1344905	43700585	3	3
1344905	43275332	3	3
1344905	43646549	2	2
1344905	43748949	3	4
1344905	43793555	2	2
1397599	36270815	3	4
1397599	21049564	3	4
1397599	44164649	1	1
1344905	35780302	3	4
1344905	43153686	3	4
1397599	36778691	3	3
1344905	43161220	1	1
1397599	21078635	3	4
1344905	43790169	3	4
1397599	41284804	2	3
1344905	36896125	2	2
1397599	43197457	3	3
1344905	35783803	3	4
1397599	41416968	2	3
1344905	41390426	2	3
1344905	35782764	3	3
1344905	43862678	2	2
1397599	36064544	1	1
1344905	41374782	3	4
1344905	43839155	3	3
1344905	43623017	3	3
1344905	21068819	3	4
1344905	21048877	3	3
1344905	43755765	2	2
1344905	43150010	1	1
1397599	41419610	3	4
1397599	41004033	3	4
1397599	43752091	3	4
1344905	43593193	3	3
1344905	36890761	2	2
1397599	42944017	1	1
1397599	44057442	1	1
1397599	21088740	3	4
1397599	40972685	3	4
1397599	36780166	3	3
1344905	42919636	2	3
1344905	41161178	3	4
1344905	36780688	3	3
1344905	44073981	2	3
1344905	43700589	3	3
1344905	43843544	3	3
1397599	40899390	3	4
1344905	43843546	3	3
1344905	588077	3	4
1397599	40848225	3	4
1397599	41417860	2	3
1344905	43682540	3	4
1397599	36073836	3	4
1397599	43719521	2	3
1397599	41035130	3	4
1344905	43186600	3	3
1344905	43041732	3	3
1344905	43518878	3	4
1397599	43631752	3	5
1344905	43153683	2	2
1344905	36786103	3	3
1344905	43845917	3	4
1344905	43737814	2	2
1344905	43164852	2	2
1397599	41398250	3	4
1344905	43864106	3	4
1397599	36780162	3	4
1397599	41427228	3	4
1344905	35784807	3	4
1397599	40879367	3	4
1344905	2026079	2	3
1344905	43847755	3	4
1397599	41004035	2	3
1344905	35129605	3	4
1397599	784915	3	5
1344905	43845918	3	5
1344905	41402540	2	3
1344905	35782753	3	3
1397599	36785430	3	3
1397599	36064551	3	4
1344905	36056771	3	4
1397599	44099736	2	3
1344905	43175728	2	2
1344905	43821103	1	1
1397599	21024859	3	4
1397599	43258964	3	4
1397599	41191732	3	4
1344905	589906	2	2
1397599	35784726	3	5
1344905	590398	3	3
1344905	21117896	3	4
1397599	40713293	3	5
1344905	43719125	3	3
1397599	40848224	3	4
1344905	21107482	3	3
1344905	43699602	2	2
1397599	2058228	2	3
1344905	41176399	1	2
1344905	43175048	3	4
1344905	43755150	3	4
1344905	43736434	3	3
1344905	35782744	3	3
1397599	43729972	3	4
1397599	43175832	3	4
1397599	42920324	2	3
1344905	43864111	3	3
1397599	41242987	2	3
1397599	43184742	2	2
1344905	41390422	3	4
1397599	40848223	2	3
1344905	43153684	2	2
1344905	43141843	3	4
1344905	43827168	3	3
1344905	41390465	3	4
1344905	41353280	3	5
1397599	41397891	3	4
1344905	35782791	3	5
1344905	43826400	3	5
1344905	43645717	2	3
1397599	43747887	1	2
1344905	43716221	3	3
1397599	784913	3	4
1397599	40879365	3	4
1397599	41381118	3	4
1397599	43647862	3	4
1397599	43604039	1	1
1344905	43845274	2	2
1344905	41402354	3	4
1344905	41285370	2	3
1397599	36064547	1	1
1397599	40868338	2	2
1344905	43824346	3	3
1344905	43518678	3	4
1397599	36056205	3	4
1397599	589967	3	4
1344905	43695179	3	3
1397599	35784282	3	3
1397599	41082480	1	2
1344905	43793554	2	3
1344905	36809162	3	4
1344905	589096	3	4
1344905	36121327	3	5
1344905	41390401	3	4
1397599	43593665	2	3
1397599	2026308	3	4
1397599	44180133	3	3
1344905	42920497	2	3
1344905	40879981	3	4
1397599	21177215	3	4
1344905	40712849	3	5
1397599	43162887	1	1
1344905	43753368	3	5
1397599	21108081	2	3
1344905	43164701	2	2
1344905	36895356	3	3
1397599	21078636	3	4
1344905	41373877	2	3
1344905	44122206	1	1
1344905	41004645	3	4
1344905	43197647	3	3
1344905	43611851	3	4
1397599	36056326	2	3
1344905	43626328	3	3
1344905	36280815	2	3
1397599	43729971	1	1
1397599	36064559	1	1
1397599	43789933	2	3
1344905	41355250	2	3
1397599	43186712	3	3
1344905	41316691	3	4
1344905	40713712	3	4
1344905	43753372	2	2
1344905	43766967	2	2
1397599	40910394	2	3
1397599	43164527	2	2
1397599	35865155	2	3
1344905	44031537	1	2
1397599	41380712	3	4
1397599	41417463	3	4
1397599	41367768	2	3
1397599	43791439	3	4
1344905	43153345	3	4
1344905	43629894	3	3
1397599	41304964	2	3
1344905	43682536	3	4
1344905	40985567	1	1
1344905	43663765	2	2
1397599	35784596	3	4
1397599	43186450	3	3
1397599	21162377	3	4
1344905	43682539	3	3
1397599	41393197	3	4
1344905	43737216	3	3
1344905	43605144	3	4
1397599	43644388	3	4
1344905	40957601	1	2
1344905	43771384	3	4
1344905	43827798	3	3
1344905	43755762	3	5
1344905	43857234	2	2
1397599	35784280	3	4
1397599	41292769	3	4
1397599	35144119	1	2
1397599	35782651	3	4
1397599	36267131	1	2
1344905	43802983	1	1
1344905	41390407	2	3
1397599	43683063	3	4
1397599	41253768	3	4
1344905	21156685	3	3
1397599	40848227	3	4
1344905	43775622	2	3
1344905	41390516	2	3
1344905	43857228	3	4
1344905	43809143	2	2
1397599	41422170	3	4
1344905	43041731	3	3
1344905	43713038	1	1
1344905	42919634	2	3
1344905	43280672	3	3
1397599	35781593	3	5
1344905	40737808	2	3
1344905	43645584	2	2
1397599	40899389	3	4
1397599	36064556	1	1
1344905	41375934	3	5
1344905	36264303	1	1
1397599	35787215	3	4
1397599	44173831	2	2
1344905	35783780	3	4
1344905	40895372	1	1
1397599	42944015	2	3
1344905	41402090	3	4
1344905	41390509	3	5
1397599	41377659	2	3
1344905	35784826	2	3
1397599	35865151	2	3
1344905	43717332	3	4
1344905	41390423	3	4
1344905	43790996	2	2
1397599	43719524	3	5
1397599	40910395	2	3
1344905	43286337	2	2
1344905	35782789	3	5
1397599	41382260	3	4
1344905	41173211	1	1
1344905	43041728	3	4
1344905	43218821	3	4
1344905	41375593	3	4
1344905	783302	3	4
1397599	44115622	3	4
1344905	41374350	2	3
1397599	41378381	2	3
1344905	41295265	1	1
1344905	43755154	3	3
1397599	43772681	3	5
1397599	43198202	3	3
1344905	2025905	3	4
1397599	41097811	2	3
1397599	21029108	3	5
1344905	1344910	2	3
1344905	36779917	3	4
1344905	43737815	3	3
1397599	36055203	3	4
1344905	43753373	2	2
1344905	41401835	3	4
1344905	41359256	3	5
1344905	21108024	3	4
1344905	586816	2	2
1344905	43789244	2	2
1344905	43205063	2	2
1397599	21147289	3	4
1397599	35865156	1	1
1397599	43608181	2	3
1344905	41243271	3	4
1344905	43042896	3	3
1344905	43775625	3	3
1397599	36785429	3	4
1397599	40972686	3	4
1397599	784814	3	5
1344905	43861725	3	5
1397599	44181315	3	3
1397599	41066292	3	4
1344905	43839159	3	3
1397599	41129150	2	3
1397599	44179069	3	5
1344905	41066915	2	3
1397599	43682877	3	4
1397599	43184743	3	3
1397599	36889808	3	3
1344905	41375754	3	4
1344905	41176400	1	2
1344905	35780398	3	4
1397599	43664997	3	4
1344905	35782775	3	4
1397599	35783914	3	4
1397599	36056325	3	4
1397599	43682872	2	3
1344905	589879	2	3
1344905	43641229	1	1
1344905	41374348	3	4
1344905	43518419	3	4
1344905	35782745	3	4
1344905	588922	2	3
1397599	43604040	3	4
1397599	40941672	3	4
1344905	36054137	3	5
1344905	43629286	3	5
1397599	43590189	3	4
1344905	43681612	3	4
1344905	41390473	3	4
1397599	21024860	3	5
1344905	43827875	3	5
1344905	43754348	2	3
1344905	43845275	3	4
1344905	43755767	2	2
1397599	36052945	3	4
1397599	41382259	2	3
1397599	41427231	3	4
1397599	43829621	3	4
1397599	43658268	3	4
1397599	41377307	3	4
1397599	41297464	1	1
1397599	36279845	3	4
1344905	784866	3	5
1397599	41141977	1	1
1344905	41374535	2	3
1344905	41390420	2	3
1397599	43041281	3	4
1397599	41434488	3	4
1397599	36279916	3	4
1344905	41402449	2	3
1397599	43790494	3	4
1397599	35865144	1	1
1344905	590267	3	4
1344905	42948428	1	2
1344905	41390463	3	4
1397599	21039753	3	5
1397599	35784105	2	3
1344905	43713040	3	3
1344905	43186777	3	3
1344905	43152966	3	4
1397599	783409	3	4
1397599	43184739	1	1
1344905	35783790	3	4
1344905	43629890	3	4
1344905	35782776	3	4
1344905	43164702	3	3
1397599	41180646	3	4
1344905	41390488	2	3
1344905	35780748	2	2
1397599	41427230	3	4
1344905	43142217	3	4
1344905	41401626	3	5
1344905	2027006	3	4
1397599	41238725	1	2
1397599	43811636	3	4
1344905	42948429	1	2
1397599	2058234	1	2
1344905	35782728	3	3
1397599	43856109	1	2
1344905	35782717	3	5
1344905	41354234	3	4
1344905	43590344	3	3
1344905	41402628	2	3
1344905	2026398	3	4
1344905	43641233	3	4
1397599	43765885	3	4
1397599	43757598	3	4
1344905	43218822	3	3
1397599	21058954	3	5
1344905	43683940	3	3
1397599	43752092	2	3
1344905	41390451	2	3
1344905	43271424	1	1
1344905	36259455	1	2
443392	1075624	4	5
443392	40491514	3	4
443392	1075506	3	4
443392	4281021	3	5
443392	1075574	5	7
443392	4178978	4	8
443392	1074883	5	5
443392	4094856	4	5
443392	1075628	4	5
443392	1075609	4	5
443392	436643	6	8
443392	1075919	2	5
443392	44792337	4	5
443392	37204513	4	7
443392	4095008	2	6
443392	35610176	4	5
443392	4110565	6	7
443392	1075507	3	3
443392	44808028	6	6
443392	133158	4	4
443392	606309	4	5
443392	4145865	3	6
443392	1077457	6	9
443392	1075589	5	5
443392	1074877	6	8
443392	36683250	5	5
443392	4095593	2	3
443392	1075608	5	6
443392	1075815	4	8
443392	40493030	5	8
443392	1076223	4	4
443392	443386	4	5
443392	1076511	2	4
443392	1075582	5	6
443392	1075627	4	5
443392	1075590	4	5
443392	1077461	5	6
443392	1075457	3	3
443392	40490460	5	6
443392	1075531	2	4
443392	1075631	5	6
443392	4091932	6	7
443392	25748	4	5
443392	4091931	6	7
443392	1077458	5	7
443392	1075620	4	5
443392	1076447	3	3
443392	40486590	5	6
443392	760943	4	7
443392	37168060	3	4
443392	1077429	3	5
443392	1074876	6	8
443392	1075571	5	7
443392	1075526	4	4
443392	4155170	4	9
443392	1075581	5	6
443392	37018651	3	4
443392	1074869	5	6
443392	4149837	4	5
443392	1075914	3	4
443392	1075551	3	4
443392	1076162	3	3
443392	1076221	3	3
443392	36715844	4	8
443392	603013	4	5
443392	36715846	3	7
443392	1074867	5	6
443392	36715849	3	8
443392	4095316	3	6
443392	1076860	4	6
443392	1074864	5	6
443392	438977	4	4
443392	605463	3	8
443392	4181482	3	4
443392	4289090	3	7
443392	37016237	4	7
443392	45768830	5	7
443392	443390	2	6
443392	619380	5	7
443392	765058	4	7
443392	4246018	4	5
443392	4200514	3	8
443392	607383	2	5
443392	601113	5	7
443392	4313887	2	3
443392	607975	1	1
443392	4308627	6	9
443392	760960	5	8
443392	36712712	5	7
443392	609278	2	2
443392	4030352	4	5
443392	609203	5	8
443392	609196	5	8
443392	766258	3	3
443392	4301644	4	4
443392	42539466	4	4
443392	36717624	6	8
443392	36717484	4	6
443392	36717487	2	6
443392	36712714	5	7
443392	4312640	3	4
443392	605472	3	5
443392	602132	5	7
443392	602080	5	8
443392	605246	5	8
443392	4289092	3	7
443392	605473	3	6
443392	36715889	3	8
443392	4091480	3	5
443392	4115297	4	4
443392	4001320	3	5
443392	608923	4	5
443392	4223496	5	8
443392	602100	2	3
443392	605248	5	9
443392	608084	3	3
443392	601112	5	7
443392	37116588	3	7
443392	602027	7	8
443392	4196112	4	5
443392	602150	5	7
443392	436348	4	6
443392	602305	5	7
443392	439266	3	10
443392	316356	4	5
443392	4177113	2	2
443392	608894	5	6
443392	4299145	8	10
443392	4116241	3	7
443392	602685	3	5
443392	601145	5	7
443392	4289246	3	7
443392	609236	3	9
443392	601124	5	6
443392	601125	5	6
443392	4247340	3	4
443392	607436	4	5
443392	602160	3	7
443392	601128	5	6
443392	35622690	4	7
443392	4173358	4	4
443392	607437	4	5
443392	40487139	3	6
443392	40486157	3	3
443392	608069	2	5
443392	4297670	3	5
443392	602033	4	5
443392	608888	3	8
443392	619369	6	7
443392	601148	5	7
443392	36716975	4	6
443392	619301	5	6
443392	36715809	3	3
443392	4095456	4	4
443392	609185	5	7
443392	600663	5	5
443392	4110420	6	7
443392	607434	4	7
443392	4145870	2	4
443392	765387	3	6
443392	761917	5	8
443392	602057	3	5
443392	45771012	5	7
443392	602063	4	5
443392	601140	6	7
443392	4111011	2	5
443392	42536729	5	6
443392	605477	3	7
443392	45768930	6	8
443392	36715914	2	8
443392	42539037	3	4
443392	616697	5	6
443392	602115	5	8
443392	761020	3	6
443392	36716438	5	7
443392	606198	4	6
443392	605452	4	5
443392	608064	2	2
443392	36716500	3	5
443392	40487596	3	6
443392	609306	3	3
443392	4289245	3	7
443392	602152	5	8
443392	602690	5	8
443392	603312	3	7
443392	36717181	3	9
443392	36715852	3	6
443392	609199	6	9
443392	602055	4	5
443392	609035	4	8
1344905	37353941	2	3
1344905	36279979	2	3
1344905	590225	2	3
1344905	36779246	3	5
1397599	36948031	3	4
1344905	36925811	3	4
1344905	36961630	2	3
1344905	36924749	3	4
1344905	36961295	3	5
1344905	36934251	1	1
1344905	36969347	2	3
1344905	36965436	1	1
1344905	36933145	3	4
1344905	36931482	2	3
1344905	36950959	2	3
1344905	36967498	2	3
1344905	36957954	3	4
1344905	36960099	3	4
1344905	36958862	2	3
1344905	36928728	2	3
1344905	36962906	2	3
1344905	36960510	2	3
1344905	36942253	3	4
1344905	36940117	3	4
1344905	36953545	2	3
1344905	36952905	2	3
1344905	36924909	1	1
1344905	36925871	2	3
1344905	36964662	1	1
1344905	36932068	3	4
1344905	36927830	3	4
1344905	36940838	2	3
1344905	36942514	3	4
1344905	36921357	3	4
443392	1244792	3	3
443392	4121327	3	3
443392	40490467	5	6
443392	1246030	5	7
443392	1244924	1	1
443392	1244796	3	3
443392	1244573	4	8
443392	1244535	4	7
443392	37162122	4	6
443392	1246713	3	5
443392	1244808	4	4
443392	1244533	4	9
443392	1245689	5	6
443392	37166442	3	4
443392	1244777	2	2
443392	1244772	4	4
443392	4298127	2	5
443392	42537755	4	8
443392	1244171	5	9
443392	37167782	3	6
443392	760958	6	10
443392	1244875	3	3
443392	1244787	2	3
443392	1245468	2	4
443392	1244585	2	4
443392	1244576	3	4
443392	1244775	2	2
443392	1246719	3	5
443392	1244351	5	7
443392	36713546	3	6
443392	1244175	5	6
443392	1244534	4	7
443392	1244450	5	9
443392	1244956	2	2
443392	1244571	4	8
443392	1244447	4	9
443392	4112746	3	3
443392	1244341	3	7
443392	1244879	2	2
443392	1245876	4	8
443392	4102377	3	3
443392	37169046	4	6
443392	1244282	4	8
443392	37166429	3	6
443392	1244552	4	8
443392	1244784	2	2
443392	1244790	2	2
443392	4111925	4	5
443392	4200399	4	4
443392	1244588	5	8
443392	1244350	5	7
443392	37174120	6	7
443392	602159	4	8
443392	36684450	5	6
443392	608240	5	6
443392	761019	3	5
443392	1244795	3	3
443392	1244532	3	5
443392	1244951	3	3
443392	37162724	2	4
443392	1244238	3	7
443392	1246435	6	7
443392	4297343	4	4
443392	37167594	4	7
443392	605476	4	8
443392	1244718	3	4
443392	44782471	2	5
443392	37163230	4	6
443392	37167576	3	7
443392	4003832	6	7
443392	1245142	4	5
443392	4098952	4	5
443392	1244920	2	2
443392	4291147	3	5
443392	1244845	2	2
443392	1244591	3	5
443392	40489407	3	6
443392	37162114	3	5
443392	1245878	4	8
443392	1246720	5	6
443392	1244551	4	7
443392	1246410	4	8
443392	1244903	2	2
443392	37166339	3	5
443392	1244452	3	9
443392	37167584	4	5
443392	37167836	2	3
443392	37167777	3	7
443392	37165421	4	5
443392	602168	3	7
443392	606393	4	5
443392	37166191	5	6
443392	4300559	3	3
443392	45769097	4	5
443392	37165762	4	6
443392	37167784	3	5
443392	4246023	3	4
443392	45769091	4	7
443392	45769122	5	9
443392	607385	3	5
443392	4297666	4	5
443392	37166275	4	6
443392	37172814	1	1
443392	37165776	4	5
443392	37161210	4	4
443392	4003835	3	3
443392	37017114	3	5
443392	37166676	4	5
443392	37162737	3	8
443392	603014	3	5
443392	37165823	4	6
443392	37171469	5	6
443392	4312690	2	4
443392	37168784	3	8
443392	37166792	4	6
443392	37116731	4	6
443392	606958	5	5
443392	37166601	5	7
443392	37166650	3	7
443392	37167573	5	7
443392	37165791	3	5
443392	4113108	3	5
443392	37166213	4	8
443392	4162136	3	6
443392	37166656	2	2
443392	37166521	3	6
443392	602697	5	8
443392	602024	3	5
443392	40487141	5	7
443392	37169740	6	9
443392	37165761	4	7
443392	37165424	4	5
443392	4297353	3	4
443392	4266193	4	6
443392	603119	4	5
443392	4301646	4	4
443392	602310	5	8
443392	4301781	2	4
443392	37166607	5	7
443392	4112877	5	5
443392	37166210	4	7
443392	37166737	5	8
443392	4111030	3	4
443392	4164614	5	6
443392	37165852	4	6
443392	4162250	3	5
443392	605450	5	8
443392	37165419	4	5
443392	605241	5	9
443392	4094540	2	4
443392	37167447	3	3
443392	37165851	3	9
443392	4081190	3	6
443392	37116583	4	5
443392	36684462	6	7
443392	602004	3	7
443392	36715796	4	6
443392	606389	4	5
443392	37167620	4	7
443392	37166486	4	7
443392	37166299	4	9
443392	37167723	5	8
443392	4247346	5	5
443392	4196725	4	7
443392	37162577	4	5
443392	4081049	3	5
443392	37166781	4	9
443392	37165564	4	7
443392	4333766	1	1
443392	37171459	5	6
443392	37163662	3	4
443392	40480205	3	4
443392	37166394	4	5
443392	140958	3	3
443392	37166660	5	6
443392	4287999	4	5
443392	37166426	4	6
443392	36712743	4	8
443392	37166206	5	7
443392	37167629	4	8
443392	37165817	5	7
443392	37166290	4	6
443392	37165828	4	6
443392	37166314	2	4
443392	37166614	3	5
443392	37160987	6	6
443392	37169408	6	6
443392	607979	2	3
443392	4095892	3	3
443392	37163570	4	4
443392	36676291	3	6
443392	4089861	3	5
443392	609081	6	8
443392	200662	4	4
443392	37018609	4	4
443392	4299153	3	4
443392	4310444	3	6
443392	605457	4	7
443392	4153374	4	4
443392	602052	4	5
443392	37166635	5	5
443392	37165278	1	1
443392	36716941	3	6
443392	36712745	4	6
443392	4173974	5	5
443392	37018062	6	6
443392	36712746	4	5
443392	37165781	4	6
443392	602111	4	7
443392	37166252	5	8
443392	37166215	4	8
443392	37208178	3	5
443392	37166315	4	5
443392	45766461	3	3
443392	4283746	3	4
443392	4112610	3	6
443392	37167658	6	7
443392	605467	3	7
443392	4082459	5	5
443392	4345328	6	6
443392	37168885	4	5
443392	4226388	3	8
443392	4113110	3	5
443392	436920	6	6
443392	432574	5	5
443392	605449	4	6
443392	37166644	4	8
443392	764913	3	5
443392	437233	2	2
443392	37168852	6	6
443392	4322388	4	6
443392	432558	5	6
443392	37163179	4	6
443392	4211481	4	5
443392	200660	3	7
443392	4113638	3	4
443392	37166306	3	4
443392	37166476	4	6
443392	4151260	4	9
443392	37167657	5	6
443392	4171273	3	5
443392	37167735	4	5
443392	37167654	5	7
443392	37166563	4	4
443392	4256774	4	5
443392	37167558	3	5
443392	602163	5	8
443392	602000	5	7
443392	36717578	4	6
443392	602056	3	5
443392	37162053	4	5
443392	45769095	4	5
443392	37167597	4	7
443392	4246923	4	5
443392	37163228	2	3
443392	36716606	3	5
443392	4297674	3	6
443392	40490520	4	6
443392	36712834	3	5
443392	37166325	6	8
443392	4309545	4	7
443392	4110857	2	2
443392	37166324	3	4
443392	3655603	2	5
443392	37166612	6	7
443392	35622692	4	7
443392	4292387	3	6
443392	37165854	4	6
443392	605480	5	7
443392	37166484	4	7
443392	37204808	4	4
443392	35608090	3	6
443392	37118986	3	6
443392	4173977	7	7
443392	37163180	4	6
443392	37165557	3	4
443392	602117	4	7
443392	37165840	4	6
443392	45768977	4	8
443392	37162686	5	6
443392	4292385	4	5
443392	37174197	5	9
443392	4082464	3	3
443392	4299143	3	4
443392	608067	2	6
443392	3655584	4	4
443392	37172812	1	1
443392	37166288	4	5
443392	37166490	3	5
443392	37162059	3	6
443392	37167572	5	7
443392	4145095	3	4
443392	37165589	5	8
443392	40488963	3	6
443392	4310988	4	5
443392	37312023	6	6
443392	37166203	4	7
443392	3663221	3	3
443392	4079280	6	6
443392	37166623	4	7
443392	44783287	6	8
443392	37162711	3	7
443392	45769087	3	6
443392	45772927	3	7
443392	37165858	4	6
443392	45768980	5	9
443392	4311462	3	6
443392	37165816	2	6
443392	37166223	4	7
443392	40491440	4	6
443392	602098	2	4
443392	4299146	8	10
443392	37164748	3	3
443392	602164	4	6
443392	36715845	3	7
443392	45768985	5	9
443392	37171448	4	4
443392	37167665	5	6
443392	440957	5	7
443392	4079291	7	7
443392	45768883	4	7
443392	4311719	4	5
443392	37165751	4	4
443392	4312686	5	6
443392	37165420	4	5
443392	37166560	3	7
443392	4085076	5	6
443392	37166469	4	7
443392	375479	3	3
443392	37167600	3	6
443392	37174191	5	9
443392	37166356	5	8
443392	4112456	4	6
443392	37119229	3	6
443392	3655586	2	3
443392	37116584	4	6
443392	37018649	3	4
443392	37165664	2	2
443392	764225	2	2
443392	760935	3	5
443392	37160005	4	7
443392	602680	5	8
443392	37167517	3	6
443392	37166555	5	7
443392	37166423	2	3
443392	45769031	5	10
443392	4266390	3	3
443392	4226357	2	2
443392	37165416	4	5
443392	35624313	3	5
443392	37166784	4	7
443392	4309811	3	7
443392	37166498	4	6
443392	442169	4	10
443392	442128	4	7
443392	603174	3	5
443392	37159983	4	7
443392	36713996	2	3
443392	36717018	5	6
443392	37166543	4	6
443392	4171275	3	4
443392	602015	3	5
443392	4121331	7	7
443392	4082481	4	5
443392	37169404	5	5
443392	37155442	2	2
443392	434584	2	2
443392	37167258	2	4
443392	36716492	3	4
443392	36716491	4	7
443392	3655627	3	3
443392	37166989	4	4
443392	40488448	3	3
443392	37166307	4	9
443392	37166659	3	5
443392	37165814	4	6
443392	37109905	5	6
443392	44814156	6	6
443392	603118	4	5
443392	37166786	4	8
443392	4080741	2	4
443392	37118088	6	6
443392	37166421	2	3
443392	37162938	3	5
443392	4144198	5	5
443392	603172	1	1
443392	37165818	4	6
443392	37162717	3	7
443392	37159982	5	6
443392	37166432	4	6
443392	37396742	3	3
443392	37169044	5	7
443392	37166404	3	5
443392	35622758	3	3
443392	37165767	5	6
443392	607373	7	7
443392	4297356	6	8
443392	45769024	3	9
443392	4094864	4	6
443392	3654298	2	5
443392	37171700	5	6
443392	36716386	2	3
443392	4304484	2	2
443392	4300687	3	3
443392	37018657	4	6
443392	37169635	4	4
443392	4201475	3	5
443392	40484129	1	1
443392	37116590	4	6
443392	37162624	4	6
443392	37166791	4	7
443392	607961	2	4
443392	37166637	4	6
443392	35622770	4	6
443392	4313482	5	6
443392	602013	4	8
443392	37163229	2	5
443392	4079691	6	6
443392	602012	5	7
443392	45769026	4	8
443392	37166610	2	2
443392	608925	4	7
443392	602128	4	7
443392	37166247	4	5
443392	4180905	3	5
443392	37169847	3	6
443392	36684814	4	5
443392	602165	4	8
443392	37166424	2	3
443392	37166677	4	5
443392	37166202	4	7
443392	37165831	3	5
443392	4001331	4	4
443392	192265	4	8
443392	37172171	3	3
443392	761035	3	4
443392	37168996	3	4
443392	4111933	3	4
443392	4003175	4	4
443392	40492484	2	3
443392	4041800	5	5
443392	4299151	3	5
443392	37166197	5	9
443392	37162050	2	3
443392	37160011	5	5
443392	4297355	5	5
443392	37166766	5	8
443392	37167779	5	5
443392	37167599	5	7
443392	37167742	4	7
443392	37109907	3	5
443392	4220833	2	2
443392	37162584	7	8
443392	4033893	3	3
443392	4115265	4	7
443392	37166540	4	8
443392	37166552	3	6
443392	4185301	5	6
443392	37166137	3	4
443392	45769123	5	8
443392	4308784	4	6
443392	35614931	3	6
443392	37173642	5	5
443392	760934	2	4
443392	45768871	3	7
443392	605208	4	8
443392	37161444	3	5
443392	602307	6	9
443392	35624314	3	7
443392	37164284	2	2
443392	605444	3	7
443392	37166221	4	7
443392	605454	4	6
443392	604487	5	6
443392	36713415	3	6
443392	37166298	4	7
443392	4247720	4	5
443392	45769027	5	10
443392	605252	5	9
443392	37162052	4	4
443392	4301779	3	3
443392	4291146	4	5
443392	3654418	3	4
443392	36717160	2	2
443392	4117850	3	4
443392	4229398	4	4
443392	37169737	6	9
443392	36715887	5	8
443392	37167651	4	6
443392	37018567	3	3
443392	36716613	4	6
443392	4149847	2	7
443392	45768836	3	6
443392	4095737	4	4
443392	37166433	3	6
443392	607377	3	3
443392	45772941	5	9
443392	37166168	4	6
443392	37166785	4	8
443392	602005	3	5
443392	4002348	5	5
443392	37171441	4	6
443392	37166787	4	7
443392	37166641	5	6
443392	4300119	2	3
443392	37166621	5	6
443392	602311	5	8
443392	35621807	3	6
443392	37167985	2	2
443392	4141255	5	5
443392	315481	6	7
443392	37166292	4	5
443392	4301663	7	9
443392	37165441	3	8
443392	4116224	4	5
443392	37166280	4	9
443392	35622134	3	4
443392	4247716	4	5
443392	37118983	3	6
443392	37166328	4	7
443392	37167649	4	8
443392	609089	2	3
443392	37166549	5	6
443392	3655520	4	5
443392	36713362	4	7
443392	37166321	2	4
443392	45768942	5	9
443392	605434	3	5
443392	37167575	5	7
443392	37167745	5	6
443392	37166285	4	5
443392	37166672	4	6
443392	37166228	3	7
443392	37166730	4	7
443392	4003675	5	7
443392	40489448	4	5
443392	435193	3	7
443392	4175532	6	6
443392	40480206	5	7
443392	4112102	2	3
443392	602126	4	7
443392	37166740	4	5
443392	607382	4	5
443392	4112975	3	5
443392	609274	2	5
443392	37166536	5	7
443392	45765460	5	5
443392	37165793	5	7
443392	4245916	2	4
443392	4180911	2	4
443392	37165833	2	4
443392	45768872	3	9
443392	37167895	3	3
443392	4266805	5	7
443392	37167590	4	7
443392	759810	4	5
443392	4297348	2	2
443392	4094543	7	7
443392	45769108	5	9
443392	37166214	4	8
443392	37160009	4	7
443392	601105	5	6
443392	760932	3	6
443392	607962	2	4
443392	37165774	4	9
443392	4085560	2	2
443392	4035136	3	3
443392	37167596	6	7
443392	37162735	4	5
443392	37165439	3	5
443392	4146031	7	7
443392	4097572	8	8
443392	4146027	8	8
443392	37166466	5	6
443392	37162329	4	6
443392	37396187	4	7
443392	4162993	3	3
443392	37166598	5	7
443392	45768918	4	7
443392	37174335	5	6
443392	605469	3	5
443392	37167662	3	6
443392	36676614	6	6
443392	37167555	3	7
443392	609233	3	5
443392	37171474	4	6
443392	4110722	5	5
443392	37165631	6	6
443392	37166219	5	8
443392	37166199	5	7
443392	42534922	4	6
443392	37166572	4	6
443392	602086	4	5
443392	4112855	4	5
443392	37166727	5	8
