concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
3018677	aPTT in Platelet poor plasma by Coagulation assay	Measurement	LOINC	Lab Test	S	14979-9	19700101	20991231	
3037551	Cancer Ag 125 [Units/volume] in Serum or Plasma	Measurement	LOINC	Lab Test	S	10334-1	19700101	20991231	
3007273	Prostate specific Ag [Presence] in Tissue by Immune stain	Measurement	LOINC	Lab Test	S	10508-0	19700101	20991231	
3027970	Globulin [Mass/volume] in Serum by calculation	Measurement	LOINC	Lab Test	S	10834-0	19700101	20991231	
3019762	Thyrotropin [Units/volume] in Serum or Plasma by Detection limit <= 0.05 mIU/L	Measurement	LOINC	Lab Test	S	11579-0	19700101	20991231	
3019170	Thyrotropin [Units/volume] in Serum or Plasma by Detection limit <= 0.005 mIU/L	Measurement	LOINC	Lab Test	S	11580-8	19700101	20991231	
3001657	Leukocytes [#/volume] corrected for nucleated erythrocytes in Blood	Measurement	LOINC	Lab Test	S	12227-5	19700101	20991231	
3027219	Urea nitrogen [Mass/volume] in Venous blood	Measurement	LOINC	Lab Test	S	12962-7	19970903	20991231	
3013826	Glucose [Moles/volume] in Serum or Plasma	Measurement	LOINC	Lab Test	S	14749-6	19980116	20991231	
3022250	Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Lactate to pyruvate reaction	Measurement	LOINC	Lab Test	S	14804-9	19700101	20991231	
3005225	Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Pyruvate to lactate reaction	Measurement	LOINC	Lab Test	S	14805-6	19700101	20991231	
3006923	Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma	Measurement	LOINC	Lab Test	S	1742-6	19700101	20991231	
3005755	Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma by With P-5'-P	Measurement	LOINC	Lab Test	S	1743-4	19700101	20991231	
3024561	Albumin [Mass/volume] in Serum or Plasma	Measurement	LOINC	Lab Test	S	1751-7	19700101	20991231	
3020509	Albumin/Globulin [Mass Ratio] in Serum or Plasma	Measurement	LOINC	Lab Test	S	1759-0	19700101	20991231	
3009306	Alpha-1-Fetoprotein [Mass/volume] in Serum or Plasma	Measurement	LOINC	Lab Test	S	1834-1	19700101	20991231	
3002131	Prostate specific Ag [Units/volume] in Serum or Plasma	Measurement	LOINC	Lab Test	S	19195-7	19700101	20991231	
3037249	Prostate specific Ag [Moles/volume] in Serum or Plasma	Measurement	LOINC	Lab Test	S	19197-3	19700101	20991231	
3037774	Prostate specific Ag [Units/volume] in Semen	Measurement	LOINC	Lab Test	S	19198-1	19700101	20991231	
3038011	Prostate specific Ag [Mass/volume] in Semen	Measurement	LOINC	Lab Test	S	19199-9	19700101	20991231	
3002178	Prostate specific Ag [Moles/volume] in Semen	Measurement	LOINC	Lab Test	S	19200-5	19700101	20991231	
3027597	Bilirubin.direct [Mass/volume] in Serum or Plasma	Measurement	LOINC	Lab Test	S	1968-7	19700101	20991231	
3024128	Bilirubin.total [Mass/volume] in Serum or Plasma	Measurement	LOINC	Lab Test	S	1975-2	19700101	20991231	
3020460	C reactive protein [Mass/volume] in Serum or Plasma	Measurement	LOINC	Lab Test	S	1988-5	19700101	20991231	
3015377	Calcium [Moles/volume] in Serum or Plasma	Measurement	LOINC	Lab Test	S	2000-8	19700101	20991231	
3015632	Carbon dioxide, total [Moles/volume] in Serum or Plasma	Measurement	LOINC	Lab Test	S	2028-9	19700101	20991231	
3003785	Carcinoembryonic Ag [Mass/volume] in Serum or Plasma	Measurement	LOINC	Lab Test	S	2039-6	19700101	20991231	
3027484	Hemoglobin [Mass/volume] in Blood by calculation	Measurement	LOINC	Lab Test	S	20509-6	19700101	20991231	
3009542	Hematocrit [Volume Fraction] of Blood by calculation	Measurement	LOINC	Lab Test	S	20570-8	19700101	20991231	
3014576	Chloride [Moles/volume] in Serum or Plasma	Measurement	LOINC	Lab Test	S	2075-0	19700101	20991231	
3007220	Creatine kinase [Enzymatic activity/volume] in Serum or Plasma	Measurement	LOINC	Lab Test	S	2157-6	19700101	20991231	
3016723	Creatinine [Mass/volume] in Serum or Plasma	Measurement	LOINC	Lab Test	S	2160-0	19700101	20991231	
3011424	Glucose [Mass/volume] in Blood by Automated test strip	Measurement	LOINC	Lab Test	S	2340-8	19700101	20991231	
3014053	Glucose [Mass/volume] in Blood by Test strip manual	Measurement	LOINC	Lab Test	S	2341-6	19700101	20991231	
3004501	Glucose [Mass/volume] in Serum or Plasma	Measurement	LOINC	Lab Test	S	2345-7	19700101	20991231	
3022914	Cancer Ag 19-9 [Units/volume] in Serum or Plasma	Measurement	LOINC	Lab Test	S	24108-3	20000301	20991231	
3016436	Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma	Measurement	LOINC	Lab Test	S	2532-0	20200615	20991231	
3006315	Basophils [#/volume] in Blood	Measurement	LOINC	Lab Test	S	26444-0	19700101	20991231	
3013115	Eosinophils [#/volume] in Blood	Measurement	LOINC	Lab Test	S	26449-9	19700101	20991231	
3026361	Erythrocytes [#/volume] in Blood	Measurement	LOINC	Lab Test	S	26453-1	19700101	20991231	
3010813	Leukocytes [#/volume] in Blood	Measurement	LOINC	Lab Test	S	26464-8	19700101	20991231	
3019198	Lymphocytes [#/volume] in Blood	Measurement	LOINC	Lab Test	S	26474-7	19700101	20991231	
3001604	Monocytes [#/volume] in Blood	Measurement	LOINC	Lab Test	S	26484-6	19700101	20991231	
3017732	Neutrophils [#/volume] in Blood	Measurement	LOINC	Lab Test	S	26499-4	19700101	20991231	
3007461	Platelets [#/volume] in Blood	Measurement	LOINC	Lab Test	S	26515-7	19700101	20991231	
3035941	MCH [Entitic mass]	Measurement	LOINC	Lab Test	S	28539-5	19700101	20991231	
3003338	MCHC [Entitic Mass/volume] in Red Blood Cells	Measurement	LOINC	Lab Test	S	28540-3	19700101	20991231	
3023103	Potassium [Moles/volume] in Serum or Plasma	Measurement	LOINC	Lab Test	S	2823-3	19700101	20991231	
3013603	Prostate specific Ag [Mass/volume] in Serum or Plasma	Measurement	LOINC	Lab Test	S	2857-1	19700101	20991231	
3028286	Albumin [Mass/volume] in Serum or Plasma by Electrophoresis	Measurement	LOINC	Lab Test	S	2862-1	19700101	20991231	
3020630	Protein [Mass/volume] in Serum or Plasma	Measurement	LOINC	Lab Test	S	2885-2	19700101	20991231	
3008893	Testosterone [Mass/volume] in Serum or Plasma	Measurement	LOINC	Lab Test	S	2986-8	19700101	20991231	
3025315	Body weight	Measurement	LOINC	Clinical Observation	S	29463-7	19700101	20991231	
3019550	Sodium [Moles/volume] in Serum or Plasma	Measurement	LOINC	Lab Test	S	2951-2	19700101	20991231	
3009201	Thyrotropin [Units/volume] in Serum or Plasma	Measurement	LOINC	Lab Test	S	3016-3	19700101	20991231	
3037081	Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma by With P-5'-P	Measurement	LOINC	Lab Test	S	30239-8	20011001	20991231	
3008598	Thyroxine (T4) free [Mass/volume] in Serum or Plasma	Measurement	LOINC	Lab Test	S	3024-7	19700101	20991231	
3004119	Hemoglobin [Mass/volume] in Venous blood	Measurement	LOINC	Lab Test	S	30350-3	19700101	20991231	
3002385	Erythrocyte [DistWidth] in Red Blood Cells	Measurement	LOINC	Lab Test	S	30385-9	19700101	20991231	
3024731	MCV [Entitic mean volume] in Red Blood Cells	Measurement	LOINC	Lab Test	S	30428-7	19700101	20991231	
3013682	Urea nitrogen [Mass/volume] in Serum or Plasma	Measurement	LOINC	Lab Test	S	3094-0	19700101	20991231	
3013466	aPTT in Blood by Coagulation assay	Measurement	LOINC	Lab Test	S	3173-2	19700101	20991231	
3016407	Fibrinogen [Mass/volume] in Platelet poor plasma by Coagulation assay	Measurement	LOINC	Lab Test	S	3255-7	19700101	20991231	
3016628	Fibrinogen Ag [Mass/volume] in Platelet poor plasma by Immunoassay	Measurement	LOINC	Lab Test	S	3256-5	19700101	20991231	
3032915	Prostate specific Ag [Mass/volume] in Urine	Measurement	LOINC	Lab Test	S	34611-4	19700101	20991231	
3032080	INR in Blood by Coagulation assay	Measurement	LOINC	Lab Test	S	34714-6	19700101	20991231	
3030597	Calcium [Mass/volume] corrected for total protein in Serum or Plasma	Measurement	LOINC	Lab Test	S	34907-6	19700101	20991231	
3041354	Potassium [Moles/volume] in Venous blood	Measurement	LOINC	Lab Test	S	39789-3	20050314	20991231	
3049555	Testosterone [Mass/volume] in Serum or Plasma by Detection limit <= 1.0 ng/dL	Measurement	LOINC	Lab Test	S	49041-7	19700101	20991231	
3034976	Hematocrit [Volume Fraction] of Venous blood by calculation	Measurement	LOINC	Lab Test	S	41654-5	19700101	20991231	
3037950	Fibrinogen Ag [Mass/volume] in Platelet poor plasma by Nephelometry	Measurement	LOINC	Lab Test	S	42772-4	19700101	20991231	
3046948	Albumin/Globulin [Mass Ratio] in Serum or Plasma by Electrophoresis	Measurement	LOINC	Lab Test	S	44429-9	20060309	20991231	
3013707	Erythrocyte sedimentation rate [Velocity] in Red Blood Cells by Westergren method	Measurement	LOINC	Lab Test	S	4537-7	19700101	20991231	
3023314	Hematocrit [Volume Fraction] of Blood by Automated count	Measurement	LOINC	Lab Test	S	4544-3	19700101	20991231	
3019909	Hematocrit [Volume Fraction] of Blood by Centrifugation	Measurement	LOINC	Lab Test	S	4545-0	19700101	20991231	
3032986	Glucose [Mass/volume] in Serum or Plasma --1st specimen	Measurement	LOINC	Lab Test	S	50206-2	20070910	20991231	
3034426	Prothrombin time (PT)	Measurement	LOINC	Lab Test	S	5902-2	19700101	20991231	
40762321	Prostate specific Ag [Mass/volume] in Cerebral spinal fluid	Measurement	LOINC	Lab Test	S	59230-3	20100325	20991231	
3002417	Prothrombin time (PT) in Blood by Coagulation assay	Measurement	LOINC	Lab Test	S	5964-2	19700101	20991231	
3000905	Leukocytes [#/volume] in Blood by Automated count	Measurement	LOINC	Lab Test	S	6690-2	19700101	20991231	
3035995	Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma	Measurement	LOINC	Lab Test	S	6768-6	19960815	20991231	
3024675	Thyroxine (T4) free [Mass/volume] in Serum or Plasma by Dialysis	Measurement	LOINC	Lab Test	S	6892-4	19700101	20991231	
40771525	Heart rate --sitting	Measurement	LOINC	Clinical Observation	S	69000-8	20111005	20991231	
3027651	Basophils [#/volume] in Blood by Manual count	Measurement	LOINC	Lab Test	S	705-4	19700101	20991231	
3028615	Eosinophils [#/volume] in Blood by Automated count	Measurement	LOINC	Lab Test	S	711-2	19700101	20991231	
3009932	Eosinophils [#/volume] in Blood by Manual count	Measurement	LOINC	Lab Test	S	712-0	19700101	20991231	
3000963	Hemoglobin [Mass/volume] in Blood	Measurement	LOINC	Lab Test	S	718-7	19700101	20991231	
3003215	Lymphocytes [#/volume] in Blood by Manual count	Measurement	LOINC	Lab Test	S	732-8	19700101	20991231	
3034107	Monocytes [#/volume] in Blood by Manual count	Measurement	LOINC	Lab Test	S	743-5	19700101	20991231	
3013650	Neutrophils [#/volume] in Blood by Automated count	Measurement	LOINC	Lab Test	S	751-8	19700101	20991231	
3012030	MCH [Entitic mass] by Automated count	Measurement	LOINC	Lab Test	S	785-6	19700101	20991231	
3023599	MCV [Entitic mean volume] in Red Blood Cells by Automated count	Measurement	LOINC	Lab Test	S	787-2	19700101	20991231	
3019897	Erythrocyte [DistWidth] in Red Blood Cells by Automated count	Measurement	LOINC	Lab Test	S	788-0	19700101	20991231	
3020416	Erythrocytes [#/volume] in Blood by Automated count	Measurement	LOINC	Lab Test	S	789-8	19700101	20991231	
3036277	Body height	Measurement	LOINC	Clinical Observation	S	8302-2	19960906	20991231	
3020891	Body temperature	Measurement	LOINC	Clinical Observation	S	8310-5	19960906	20991231	
42529229	Prostate specific Ag [Mass/volume] in Serum or Plasma by Immunoassay	Measurement	LOINC	Lab Test	S	83112-3	20170221	20991231	
3012888	Diastolic blood pressure	Measurement	LOINC	Clinical Observation	S	8462-4	19960906	20991231	
3023166	Body weight Stated	Measurement	LOINC	Clinical Observation	S	3142-7	19961126	20991231	
3034548	Prostate specific Ag [Mass/volume] in Serum or Plasma by Detection limit <= 0.01 ng/mL	Measurement	LOINC	Lab Test	S	35741-8	19700101	20991231	
3013762	Body weight Measured	Measurement	LOINC	Clinical Observation	S	3141-9	19700101	20991231	
3013429	Basophils [#/volume] in Blood by Automated count	Measurement	LOINC	Lab Test	S	704-7	19700101	20991231	
3005456	Potassium [Moles/volume] in Blood	Measurement	LOINC	Lab Test	S	6298-4	19700101	20991231	
3018572	Chloride [Moles/volume] in Blood	Measurement	LOINC	Lab Test	S	2069-3	19700101	20991231	
3021886	Globulin [Mass/volume] in Serum	Measurement	LOINC	Lab Test	S	2336-6	19700101	20991231	
3000483	Glucose [Mass/volume] in Blood	Measurement	LOINC	Lab Test	S	2339-0	19700101	20991231	
3015183	Erythrocyte sedimentation rate [Velocity] in Red Blood Cells	Measurement	LOINC	Lab Test	S	30341-2	19700101	20991231	
3023540	Body height Measured	Measurement	LOINC	Clinical Observation	S	3137-7	19700101	20991231	
3051825	Creatinine [Mass/volume] in Blood	Measurement	LOINC	Lab Test	S	38483-4	20041020	20991231	
3042292	Heart rate --post exercise	Measurement	LOINC	Clinical Observation	S	40442-6	19700101	20991231	
3040891	Heart rate --resting	Measurement	LOINC	Clinical Observation	S	40443-4	19700101	20991231	
3035285	Chloride [Moles/volume] in Venous blood	Measurement	LOINC	Lab Test	S	41649-5	19700101	20991231	
3022217	INR in Platelet poor plasma by Coagulation assay	Measurement	LOINC	Lab Test	S	6301-6	19700101	20991231	
3004327	Lymphocytes [#/volume] in Blood by Automated count	Measurement	LOINC	Lab Test	S	731-0	19700101	20991231	
3024929	Platelets [#/volume] in Blood by Automated count	Measurement	LOINC	Lab Test	S	777-3	19700101	20991231	
3027018	Heart rate	Measurement	LOINC	Clinical Observation	S	8867-4	19700101	20991231	
3006906	Calcium [Mass/volume] in Serum or Plasma	Measurement	LOINC	Lab Test	S	17861-6	19980709	20991231	
3013721	Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma	Measurement	LOINC	Lab Test	S	1920-8	19700101	20991231	
3010140	Carbon dioxide, total [Moles/volume] in Venous blood	Measurement	LOINC	Lab Test	S	2027-1	19700101	20991231	
3000285	Sodium [Moles/volume] in Blood	Measurement	LOINC	Lab Test	S	2947-0	19700101	20991231	
3010156	C reactive protein [Mass/volume] in Serum or Plasma by High sensitivity method	Measurement	LOINC	Lab Test	S	30522-7	19700101	20991231	
3019171	Body height Stated	Measurement	LOINC	Clinical Observation	S	3138-5	19961126	20991231	
3046900	Leukocytes [#/volume] corrected for nucleated erythrocytes in Blood by Automated count	Measurement	LOINC	Lab Test	S	33256-9	19700101	20991231	
3052038	Prostate specific Ag [Mass/volume] in Body fluid	Measurement	LOINC	Lab Test	S	47738-0	19700101	20991231	
3048275	Hemoglobin [Mass/volume] in Blood --pre therapeutic phlebotomy	Measurement	LOINC	Lab Test	S	48725-6	20070321	20991231	
40762312	Prostate specific Ag [Mass/volume] in Pleural fluid	Measurement	LOINC	Lab Test	S	59221-2	20100325	20991231	
40762314	Prostate specific Ag [Mass/volume] in Peritoneal fluid	Measurement	LOINC	Lab Test	S	59223-8	20100325	20991231	
40763912	Albumin [Mass/volume] in Serum or Plasma by Bromocresol green (BCG) dye binding method	Measurement	LOINC	Lab Test	S	61151-7	20101015	20991231	
3004295	Urea nitrogen [Mass/volume] in Blood	Measurement	LOINC	Lab Test	S	6299-2	19700101	20991231	
3033575	Monocytes [#/volume] in Blood by Automated count	Measurement	LOINC	Lab Test	S	742-7	19700101	20991231	
3017501	Neutrophils [#/volume] in Blood by Manual count	Measurement	LOINC	Lab Test	S	753-4	19700101	20991231	
3009744	MCHC [Entitic Mass/volume] in Red Blood Cells by Automated count	Measurement	LOINC	Lab Test	S	786-4	19700101	20991231	
3004249	Systolic blood pressure	Measurement	LOINC	Clinical Observation	S	8480-6	19960906	20991231	
3024171	Respiratory rate	Measurement	LOINC	Clinical Observation	S	9279-1	19960906	20991231	
715971	Prostate-specific antigen precursor (proPSA) / free prostate-specific antigen (free PCA) ratio	Measurement	OMOP Extension	Lab Test	S	OMOP5160864	20220408	20991231	
715972	Prostate-specific antigen precursor (proPSA) / total prostate-specific antigen (total PCA) ratio	Measurement	OMOP Extension	Lab Test	S	OMOP5160865	20220408	20991231	
766258	Exacerbation of non-melanoma skin malignancy	Condition	OMOP Extension	Disorder	S	OMOP5181813	20220712	20991231	
37353938	carboplatin 10 MG/ML [Kyxata]	Drug	RxNorm	Branded Drug Comp	S	2721599	20260105	20991231	
37353939	Kyxata Injectable Product	Drug	RxNorm	Branded Dose Group	C	2721600	20260105	20991231	
37353940	carboplatin Injectable Solution [Kyxata]	Drug	RxNorm	Branded Drug Form	S	2721601	20260105	20991231	
37353941	carboplatin 10 MG/ML Injectable Solution [Kyxata]	Drug	RxNorm	Branded Drug	S	2721602	20260105	20991231	
745857	talazoparib 0.1 MG	Drug	RxNorm	Clinical Drug Comp	S	2639959	20240102	20991231	
745858	talazoparib 0.1 MG Oral Capsule	Drug	RxNorm	Clinical Drug	S	2639960	20240102	20991231	
745859	talazoparib 0.1 MG [Talzenna]	Drug	RxNorm	Branded Drug Comp	S	2639961	20240102	20991231	
745860	talazoparib 0.1 MG Oral Capsule [Talzenna]	Drug	RxNorm	Branded Drug	S	2639962	20240102	20991231	
745861	talazoparib 0.35 MG	Drug	RxNorm	Clinical Drug Comp	S	2639963	20240102	20991231	
745862	talazoparib 0.35 MG Oral Capsule	Drug	RxNorm	Clinical Drug	S	2639964	20240102	20991231	
745863	talazoparib 0.35 MG [Talzenna]	Drug	RxNorm	Branded Drug Comp	S	2639965	20240102	20991231	
745864	talazoparib 0.35 MG Oral Capsule [Talzenna]	Drug	RxNorm	Branded Drug	S	2639966	20240102	20991231	
745870	niraparib Oral Tablet [Zejula]	Drug	RxNorm	Branded Drug Form	S	2640209	20240102	20991231	
745871	niraparib 100 MG Oral Tablet [Zejula]	Drug	RxNorm	Branded Drug	S	2640210	20240102	20991231	
745872	niraparib 200 MG [Zejula]	Drug	RxNorm	Branded Drug Comp	S	2640211	20240102	20991231	
745873	niraparib 200 MG Oral Tablet [Zejula]	Drug	RxNorm	Branded Drug	S	2640212	20240102	20991231	
745874	niraparib 300 MG [Zejula]	Drug	RxNorm	Branded Drug Comp	S	2640213	20240102	20991231	
745875	niraparib 300 MG Oral Tablet [Zejula]	Drug	RxNorm	Branded Drug	S	2640214	20240102	20991231	
746436	niraparib 50 MG	Drug	RxNorm	Clinical Drug Comp	S	2645239	20240102	20991231	
746438	abiraterone / niraparib Oral Product	Drug	RxNorm	Clinical Dose Group	C	2645241	20240102	20991231	
746439	abiraterone / niraparib Pill	Drug	RxNorm	Clinical Dose Group	C	2645242	20240102	20991231	
746440	abiraterone / niraparib Oral Tablet	Drug	RxNorm	Clinical Drug Form	S	2645243	20240102	20991231	
746441	abiraterone acetate 500 MG / niraparib 50 MG Oral Tablet	Drug	RxNorm	Clinical Drug	S	2645244	20240102	20991231	
746443	abiraterone acetate 500 MG / niraparib 50 MG [Akeega]	Drug	RxNorm	Branded Drug Comp	S	2645246	20240102	20991231	
746444	Akeega Oral Product	Drug	RxNorm	Branded Dose Group	C	2645247	20240102	20991231	
746445	Akeega Pill	Drug	RxNorm	Branded Dose Group	C	2645248	20240102	20991231	
746446	abiraterone / niraparib Oral Tablet [Akeega]	Drug	RxNorm	Branded Drug Form	S	2645249	20240102	20991231	
746447	abiraterone acetate 500 MG / niraparib 50 MG Oral Tablet [Akeega]	Drug	RxNorm	Branded Drug	S	2645250	20240102	20991231	
746448	abiraterone acetate 500 MG / niraparib 100 MG Oral Tablet	Drug	RxNorm	Clinical Drug	S	2645251	20240102	20991231	
746449	abiraterone acetate 500 MG / niraparib 100 MG [Akeega]	Drug	RxNorm	Branded Drug Comp	S	2645252	20240102	20991231	
746450	abiraterone acetate 500 MG / niraparib 100 MG Oral Tablet [Akeega]	Drug	RxNorm	Branded Drug	S	2645253	20240102	20991231	
36217302	cisplatin Injectable Product	Drug	RxNorm	Clinical Dose Group	C	1152129	20160801	20991231	
36213554	carboplatin Injectable Product	Drug	RxNorm	Clinical Dose Group	C	1156104	20160801	20991231	
36229330	Platinol Injectable Product	Drug	RxNorm	Branded Dose Group	C	1181788	20160801	20991231	
36238604	Paraplatin Injectable Product	Drug	RxNorm	Branded Dose Group	C	1182364	20160801	20991231	
45892579	olaparib	Drug	RxNorm	Ingredient	S	1597582	20150302	20991231	
45892580	olaparib 50 MG	Drug	RxNorm	Clinical Drug Comp	S	1597583	20150302	20991231	
36248922	olaparib Oral Product	Drug	RxNorm	Clinical Dose Group	C	1597584	20160801	20991231	
36248923	olaparib Pill	Drug	RxNorm	Clinical Dose Group	C	1597585	20160801	20991231	
45892581	olaparib Oral Capsule	Drug	RxNorm	Clinical Drug Form	S	1597586	20150302	20991231	
45892582	olaparib 50 MG Oral Capsule	Drug	RxNorm	Clinical Drug	S	1597587	20150302	20991231	
45892584	olaparib 50 MG [Lynparza]	Drug	RxNorm	Branded Drug Comp	S	1597589	20150302	20991231	
45892585	olaparib Oral Capsule [Lynparza]	Drug	RxNorm	Branded Drug Form	S	1597590	20150302	20991231	
36248924	Lynparza Oral Product	Drug	RxNorm	Branded Dose Group	C	1597591	20160801	20991231	
36248925	Lynparza Pill	Drug	RxNorm	Branded Dose Group	C	1597592	20160801	20991231	
45892586	olaparib 50 MG Oral Capsule [Lynparza]	Drug	RxNorm	Branded Drug	S	1597593	20150302	20991231	
35604085	cisplatin 50 MG	Drug	RxNorm	Clinical Drug Comp	S	1736852	20160502	20991231	
35604086	cisplatin Injection	Drug	RxNorm	Clinical Drug Form	S	1736853	20160502	20991231	
35604087	cisplatin 50 MG Injection	Drug	RxNorm	Clinical Drug	S	1736854	20160502	20991231	
35604088	cisplatin 50 MG [Platinol]	Drug	RxNorm	Branded Drug Comp	S	1736855	20160502	20991231	
35604089	cisplatin Injection [Platinol]	Drug	RxNorm	Branded Drug Form	S	1736856	20160502	20991231	
35604090	cisplatin 50 MG Injection [Platinol]	Drug	RxNorm	Branded Drug	S	1736857	20160502	20991231	
1718850	rucaparib	Drug	RxNorm	Ingredient	S	1862579	20170103	20991231	
1718851	rucaparib 300 MG	Drug	RxNorm	Clinical Drug Comp	S	1862580	20170103	20991231	
1718852	rucaparib Oral Product	Drug	RxNorm	Clinical Dose Group	C	1862581	20170103	20991231	
1718853	rucaparib Pill	Drug	RxNorm	Clinical Dose Group	C	1862582	20170103	20991231	
1718854	rucaparib Oral Tablet	Drug	RxNorm	Clinical Drug Form	S	1862583	20170103	20991231	
1718855	rucaparib 300 MG Oral Tablet	Drug	RxNorm	Clinical Drug	S	1862584	20170103	20991231	
1718857	rucaparib 300 MG [Rubraca]	Drug	RxNorm	Branded Drug Comp	S	1862586	20170103	20991231	
1718858	rucaparib Oral Tablet [Rubraca]	Drug	RxNorm	Branded Drug Form	S	1862587	20170103	20991231	
1718859	Rubraca Oral Product	Drug	RxNorm	Branded Dose Group	C	1862588	20170103	20991231	
1718860	Rubraca Pill	Drug	RxNorm	Branded Dose Group	C	1862589	20170103	20991231	
1718861	rucaparib 300 MG Oral Tablet [Rubraca]	Drug	RxNorm	Branded Drug	S	1862590	20170103	20991231	
1718862	rucaparib 200 MG	Drug	RxNorm	Clinical Drug Comp	S	1862592	20170103	20991231	
1718863	rucaparib 200 MG Oral Tablet	Drug	RxNorm	Clinical Drug	S	1862593	20170103	20991231	
1718864	rucaparib 200 MG [Rubraca]	Drug	RxNorm	Branded Drug Comp	S	1862594	20170103	20991231	
1718865	rucaparib 200 MG Oral Tablet [Rubraca]	Drug	RxNorm	Branded Drug	S	1862595	20170103	20991231	
1593861	niraparib	Drug	RxNorm	Ingredient	S	1918231	20170807	20991231	
1593862	niraparib 100 MG	Drug	RxNorm	Clinical Drug Comp	S	1918232	20170807	20991231	
1593863	niraparib Oral Product	Drug	RxNorm	Clinical Dose Group	C	1918233	20170807	20991231	
1593864	niraparib Pill	Drug	RxNorm	Clinical Dose Group	C	1918234	20170807	20991231	
1593865	niraparib Oral Capsule	Drug	RxNorm	Clinical Drug Form	S	1918235	20170807	20991231	
1593866	niraparib 100 MG Oral Capsule	Drug	RxNorm	Clinical Drug	S	1918236	20170807	20991231	
1593868	niraparib 100 MG [Zejula]	Drug	RxNorm	Branded Drug Comp	S	1918238	20170807	20991231	
1593869	niraparib Oral Capsule [Zejula]	Drug	RxNorm	Branded Drug Form	S	1918239	20170807	20991231	
1593870	Zejula Oral Product	Drug	RxNorm	Branded Dose Group	C	1918240	20170807	20991231	
1593871	Zejula Pill	Drug	RxNorm	Branded Dose Group	C	1918241	20170807	20991231	
1593872	niraparib 100 MG Oral Capsule [Zejula]	Drug	RxNorm	Branded Drug	S	1918242	20170807	20991231	
1594285	rucaparib 250 MG	Drug	RxNorm	Clinical Drug Comp	S	1921586	20170807	20991231	
1594286	rucaparib 250 MG Oral Tablet	Drug	RxNorm	Clinical Drug	S	1921587	20170807	20991231	
1594287	rucaparib 250 MG [Rubraca]	Drug	RxNorm	Branded Drug Comp	S	1921588	20170807	20991231	
1594288	rucaparib 250 MG Oral Tablet [Rubraca]	Drug	RxNorm	Branded Drug	S	1921589	20170807	20991231	
793991	olaparib 100 MG	Drug	RxNorm	Clinical Drug Comp	S	1942480	20180205	20991231	
793992	olaparib Oral Tablet	Drug	RxNorm	Clinical Drug Form	S	1942481	20180205	20991231	
793993	olaparib 100 MG Oral Tablet	Drug	RxNorm	Clinical Drug	S	1942482	20180205	20991231	
793994	olaparib 100 MG [Lynparza]	Drug	RxNorm	Branded Drug Comp	S	1942483	20180205	20991231	
793995	olaparib Oral Tablet [Lynparza]	Drug	RxNorm	Branded Drug Form	S	1942484	20180205	20991231	
793996	olaparib 100 MG Oral Tablet [Lynparza]	Drug	RxNorm	Branded Drug	S	1942485	20180205	20991231	
793997	olaparib 150 MG	Drug	RxNorm	Clinical Drug Comp	S	1942486	20180205	20991231	
793998	olaparib 150 MG Oral Tablet	Drug	RxNorm	Clinical Drug	S	1942487	20180205	20991231	
793999	olaparib 150 MG [Lynparza]	Drug	RxNorm	Branded Drug Comp	S	1942488	20180205	20991231	
794000	olaparib 150 MG Oral Tablet [Lynparza]	Drug	RxNorm	Branded Drug	S	1942489	20180205	20991231	
19030418	cisplatin 1 MG/ML Injectable Solution [Platinol]	Drug	RxNorm	Branded Drug	S	205821	19700101	20991231	
35201068	talazoparib	Drug	RxNorm	Ingredient	S	2099704	20181203	20991231	
35201089	talazoparib 0.25 MG	Drug	RxNorm	Clinical Drug Comp	S	2099942	20181203	20991231	
35201090	talazoparib Oral Product	Drug	RxNorm	Clinical Dose Group	C	2099943	20181203	20991231	
35201091	talazoparib Pill	Drug	RxNorm	Clinical Dose Group	C	2099944	20181203	20991231	
35201092	talazoparib Oral Capsule	Drug	RxNorm	Clinical Drug Form	S	2099945	20181203	20991231	
35201093	talazoparib 0.25 MG Oral Capsule	Drug	RxNorm	Clinical Drug	S	2099946	20181203	20991231	
35201095	talazoparib 0.25 MG [Talzenna]	Drug	RxNorm	Branded Drug Comp	S	2099948	20181203	20991231	
35201096	talazoparib Oral Capsule [Talzenna]	Drug	RxNorm	Branded Drug Form	S	2099949	20181203	20991231	
35201097	Talzenna Oral Product	Drug	RxNorm	Branded Dose Group	C	2099950	20181203	20991231	
35201098	Talzenna Pill	Drug	RxNorm	Branded Dose Group	C	2099951	20181203	20991231	
35201099	talazoparib 0.25 MG Oral Capsule [Talzenna]	Drug	RxNorm	Branded Drug	S	2099952	20181203	20991231	
35201100	talazoparib 1 MG	Drug	RxNorm	Clinical Drug Comp	S	2099953	20181203	20991231	
